2.800000000000000058e-02 1.752641287499991724e+23 7.201343187192750539e+22
2.999999999999999889e-02 1.600944208999982437e+23 4.013141919490525417e+22
3.200000000000000067e-02 7.262953644999880108e+22 1.766233899545380730e+22
3.400000000000000244e-02 4.090160144999936059e+22 1.212417986273105202e+22
3.599999999999999728e-02 5.380113137499950704e+22 9.280845407541014823e+21
3.799999999999999906e-02 7.001558192499978981e+22 8.162910927835035075e+21
4.000000000000000083e-02 7.323912149999962764e+22 7.806415987900526100e+21
4.200000000000000261e-02 8.671714249999970940e+22 7.330337903333186994e+21
4.399999999999999745e-02 9.828319409999953527e+22 6.570853381664076202e+21
4.599999999999999922e-02 1.032440581599998016e+23 6.792563740265662120e+21
4.800000000000000100e-02 1.120157582699998877e+23 6.797368251103068553e+21
5.000000000000000278e-02 1.175017901696520070e+23 6.696010662136332157e+21
5.199999999999999761e-02 1.265874723693873531e+23 6.425141427760588128e+21
5.399999999999999939e-02 1.270356842158185261e+23 6.341300913980775072e+21
5.600000000000000117e-02 1.363354272661348475e+23 5.849693535933091021e+21
5.800000000000000294e-02 1.420683610955191293e+23 6.050335741225550742e+21
5.999999999999999778e-02 1.459537979181584980e+23 5.787125701025807204e+21
6.199999999999999956e-02 1.344077136893481467e+23 5.346464228285332062e+21
6.400000000000000133e-02 1.406441373033085387e+23 5.252049566966700048e+21
6.600000000000000311e-02 1.366143923756521541e+23 5.472045116356766466e+21
6.800000000000000488e-02 1.375125581009600129e+23 5.127990390701594509e+21
7.000000000000000666e-02 1.385477615646802381e+23 5.020157114597565792e+21
7.199999999999999456e-02 1.370803801200657013e+23 5.017114632905331573e+21
7.399999999999999634e-02 1.300467780572906615e+23 4.720068362451035357e+21
7.599999999999999811e-02 1.338217596254183511e+23 4.556789959388232679e+21
7.799999999999999989e-02 1.277647899216033517e+23 4.606727819649302397e+21
8.000000000000000167e-02 1.223575300121280203e+23 4.365303157819924546e+21
8.200000000000000344e-02 1.148529296033022550e+23 4.133119451232491012e+21
8.400000000000000522e-02 1.054473069058013633e+23 4.038514890459667497e+21
8.599999999999999312e-02 9.723079491827148836e+22 3.865778551659654283e+21
8.799999999999999489e-02 8.901944878630097964e+22 3.507292634589523608e+21
8.999999999999999667e-02 8.703196107307320397e+22 3.443509705301946270e+21
9.199999999999999845e-02 7.591736703116368465e+22 3.271618683858412634e+21
9.400000000000000022e-02 6.839695193500136820e+22 3.123254031854274085e+21
9.600000000000000200e-02 5.530250215399368530e+22 2.810343971812223746e+21
9.800000000000000377e-02 5.073465377938427242e+22 2.683990530985342534e+21
1.000000000000000056e-01 4.190086350381603252e+22 2.520239562866077729e+21
1.019999999999999934e-01 3.385343629525666444e+22 2.273396850249532178e+21
1.039999999999999952e-01 2.776820306206457961e+22 2.151850666042109723e+21
1.059999999999999970e-01 2.639547155749778175e+22 2.117007238125589365e+21
