5.999999999999999778e-02 4.551995438210239553e-01
6.001001001001000923e-02 4.532293498455211567e-01
6.002002002002002068e-02 4.512554029693149893e-01
6.003003003003002519e-02 4.492777048123049455e-01
6.004004004004003664e-02 4.472962570612774580e-01
6.005005005005004809e-02 4.453110614702883163e-01
6.006006006006005954e-02 4.433221198610467484e-01
6.007007007007007099e-02 4.413294341232986140e-01
6.008008008008007550e-02 4.393330062152086546e-01
6.009009009009008695e-02 4.373328381637406892e-01
6.010010010010009840e-02 4.353289320650519656e-01
6.011011011011010985e-02 4.333212900848690263e-01
6.012012012012012130e-02 4.313099144588731781e-01
6.013013013013012581e-02 4.292948074930890145e-01
6.014014014014013726e-02 4.272759715642625022e-01
6.015015015015014871e-02 4.252534091202549438e-01
6.016016016016016016e-02 4.232271226804185660e-01
6.017017017017016467e-02 4.211971148359899830e-01
6.018018018018017612e-02 4.191633882504652298e-01
6.019019019019018757e-02 4.171259456599940574e-01
6.020020020020019902e-02 4.150847898737640151e-01
6.021021021021021047e-02 4.130399237743782592e-01
6.022022022022021498e-02 4.109913503182519023e-01
6.023023023023022643e-02 4.089390725359833278e-01
6.024024024024023788e-02 4.068830935327514275e-01
6.025025025025024933e-02 4.048234164886942987e-01
6.026026026026026078e-02 4.027600446592953798e-01
6.027027027027026529e-02 4.006929813757686976e-01
6.028028028028027674e-02 3.986222300454399514e-01
6.029029029029028819e-02 3.965477941521343141e-01
6.030030030030029964e-02 3.944696772565614018e-01
6.031031031031031109e-02 3.923878829966949144e-01
6.032032032032031560e-02 3.903024150881587717e-01
6.033033033033032705e-02 3.882132773246084190e-01
6.034034034034033850e-02 3.861204735781164077e-01
6.035035035035034995e-02 3.840240077995546453e-01
6.036036036036036140e-02 3.819238840189732587e-01
6.037037037037036591e-02 3.798201063459876736e-01
6.038038038038037736e-02 3.777126789701516496e-01
6.039039039039038881e-02 3.756016061613490220e-01
6.040040040040040026e-02 3.734868922701665150e-01
6.041041041041041171e-02 3.713685417282762136e-01
6.042042042042041622e-02 3.692465590488184790e-01
6.043043043043042767e-02 3.671209488267678789e-01
6.044044044044043912e-02 3.649917157393306466e-01
6.045045045045045057e-02 3.628588645463085571e-01
6.046046046046046202e-02 3.607224000904811212e-01
6.047047047047046653e-02 3.585823272979821175e-01
6.048048048048047798e-02 3.564386511786716283e-01
6.049049049049048943e-02 3.542913768265180119e-01
6.050050050050050088e-02 3.521405094199658303e-01
6.051051051051050539e-02 3.499860542223156568e-01
6.052052052052051684e-02 3.478280165820860081e-01
6.053053053053052829e-02 3.456664019333990923e-01
6.054054054054053974e-02 3.435012157963449053e-01
6.055055055055055119e-02 3.413324637773508807e-01
6.056056056056055570e-02 3.391601515695531477e-01
6.057057057057056715e-02 3.369842849531628493e-01
6.058058058058057860e-02 3.348048697958376230e-01
6.059059059059059005e-02 3.326219120530424789e-01
6.060060060060060150e-02 3.304354177684231120e-01
6.061061061061060601e-02 3.282453930741611181e-01
6.062062062062061746e-02 3.260518441913440868e-01
6.063063063063062891e-02 3.238547774303218718e-01
6.064064064064064036e-02 3.216541991910767395e-01
6.065065065065065181e-02 3.194501159635751986e-01
6.066066066066065632e-02 3.172425343281284893e-01
6.067067067067066777e-02 3.150314609557487433e-01
6.068068068068067922e-02 3.128169026085115823e-01
6.069069069069069067e-02 3.105988661399027295e-01
6.070070070070070212e-02 3.083773584951757796e-01
6.071071071071070663e-02 3.061523867117058040e-01
6.072072072072071808e-02 3.039239579193309115e-01
6.073073073073072953e-02 3.016920793407166235e-01
6.074074074074074098e-02 2.994567582916896065e-01
6.075075075075075243e-02 2.972180021815917228e-01
6.076076076076075694e-02 2.949758185136248656e-01
6.077077077077076839e-02 2.927302148851848584e-01
6.078078078078077984e-02 2.904811989882176149e-01
6.079079079079079129e-02 2.882287786095454885e-01
6.080080080080080274e-02 2.859729616312172706e-01
6.081081081081080725e-02 2.837137560308324868e-01
6.082082082082081870e-02 2.814511698818858432e-01
6.083083083083083015e-02 2.791852113540940761e-01
6.084084084084084160e-02 2.769158887137332936e-01
6.085085085085084611e-02 2.746432103239644928e-01
6.086086086086085756e-02 2.723671846451566347e-01
6.087087087087086901e-02 2.700878202352199886e-01
6.088088088088088046e-02 2.678051257499260429e-01
6.089089089089089191e-02 2.655191099432304136e-01
6.090090090090089642e-02 2.632297816675889246e-01
6.091091091091090787e-02 2.609371498742761308e-01
6.092092092092091932e-02 2.586412236137045628e-01
6.093093093093093077e-02 2.563420120357350895e-01
6.094094094094094222e-02 2.540395243899854494e-01
6.095095095095094673e-02 2.517337700261437772e-01
6.096096096096095818e-02 2.494247583942698077e-01
6.097097097097096963e-02 2.471124990451065984e-01
6.098098098098098108e-02 2.447970016303727958e-01
6.099099099099099253e-02 2.424782759030707502e-01
6.100100100100099704e-02 2.401563317177817791e-01
6.101101101101100849e-02 2.378311790309522444e-01
6.102102102102101994e-02 2.355028279011983361e-01
6.103103103103103139e-02 2.331712884895877635e-01
6.104104104104104284e-02 2.308365710599322163e-01
6.105105105105104735e-02 2.284986859790663905e-01
6.106106106106105880e-02 2.261576437171305132e-01
6.107107107107107025e-02 2.238134548478555585e-01
6.108108108108108170e-02 2.214661300488329487e-01
6.109109109109109315e-02 2.191156801017914990e-01
6.110110110110109766e-02 2.167621158928708935e-01
6.111111111111110911e-02 2.144054484128788962e-01
6.112112112112112056e-02 2.120456887575725424e-01
6.113113113113113201e-02 2.096828481279087164e-01
6.114114114114113652e-02 2.073169378303085508e-01
6.115115115115114797e-02 2.049479692769102523e-01
6.116116116116115942e-02 2.025759539858272007e-01
6.117117117117117087e-02 2.002009035813951954e-01
6.118118118118118232e-02 1.978228297944198966e-01
6.119119119119118683e-02 1.954417444624241273e-01
6.120120120120119828e-02 1.930576595298797160e-01
6.121121121121120973e-02 1.906705870484560472e-01
6.122122122122122118e-02 1.882805391772499337e-01
6.123123123123123263e-02 1.858875281830157655e-01
6.124124124124123714e-02 1.834915664403961311e-01
6.125125125125124859e-02 1.810926664321369506e-01
6.126126126126126004e-02 1.786908407493238982e-01
6.127127127127127149e-02 1.762861020915882371e-01
6.128128128128128294e-02 1.738784632673242014e-01
6.129129129129128745e-02 1.714679371939012154e-01
6.130130130130129890e-02 1.690545368978648155e-01
6.131131131131131035e-02 1.666382755151480377e-01
6.132132132132132180e-02 1.642191662912652894e-01
6.133133133133133325e-02 1.617972225815111076e-01
6.134134134134133776e-02 1.593724578511527545e-01
6.135135135135134921e-02 1.569448856756097410e-01
6.136136136136136066e-02 1.545145197406546933e-01
6.137137137137137211e-02 1.520813738425813855e-01
6.138138138138138356e-02 1.496454618883858723e-01
6.139139139139138807e-02 1.472067978959406553e-01
6.140140140140139952e-02 1.447653959941593849e-01
6.141141141141141097e-02 1.423212704231657799e-01
6.142142142142142242e-02 1.398744355344573032e-01
6.143143143143142693e-02 1.374249057910569560e-01
6.144144144144143838e-02 1.349726957676656569e-01
6.145145145145144983e-02 1.325178201508157017e-01
6.146146146146146128e-02 1.300602937390161196e-01
6.147147147147147273e-02 1.276001314428902300e-01
6.148148148148147724e-02 1.251373482853136709e-01
6.149149149149148869e-02 1.226719594015424353e-01
6.150150150150150014e-02 1.202039800393534669e-01
6.151151151151151159e-02 1.177334255591576812e-01
6.152152152152152303e-02 1.152603114341228113e-01
6.153153153153152755e-02 1.127846532502960603e-01
6.154154154154153900e-02 1.103064667067033267e-01
6.155155155155155045e-02 1.078257676154739525e-01
6.156156156156156189e-02 1.053425719019313034e-01
6.157157157157157334e-02 1.028568956047045541e-01
6.158158158158157786e-02 1.003687548758174092e-01
6.159159159159158931e-02 9.787816598078270813e-02
6.160160160160160076e-02 9.538514529869822345e-02
6.161161161161161220e-02 9.288970932232908095e-02
6.162162162162162365e-02 9.039187465819796541e-02
6.163163163163162817e-02 8.789165802665954708e-02
6.164164164164163962e-02 8.538907626198556644e-02
6.165165165165165106e-02 8.288414631244683806e-02
6.166166166166166251e-02 8.037688524039206250e-02
6.167167167167167396e-02 7.786731022232351584e-02
6.168168168168167848e-02 7.535543854898936467e-02
6.169169169169168992e-02 7.284128762545663549e-02
6.170170170170170137e-02 7.032487497122116848e-02
6.171171171171171282e-02 6.780621822029894719e-02
6.172172172172172427e-02 6.528533512134553074e-02
6.173173173173172879e-02 6.276224353779658038e-02
6.174174174174174023e-02 6.023696144801700403e-02
6.175175175175175168e-02 5.770950694551295335e-02
6.176176176176176313e-02 5.517989823916670533e-02
6.177177177177177458e-02 5.264815365355660776e-02
6.178178178178177909e-02 5.011429162936150566e-02
6.179179179179179054e-02 4.757833072389361373e-02
6.180180180180180199e-02 4.504028961182770380e-02
6.181181181181181344e-02 4.250018708618531066e-02
6.182182182182181795e-02 3.995804205971049960e-02
6.183183183183182940e-02 3.741387356680363208e-02
6.184184184184184085e-02 3.486770076635629240e-02
6.185185185185185230e-02 3.231954294591359023e-02
6.186186186186186375e-02 2.976941952803582522e-02
6.187187187187186826e-02 2.721735008026527139e-02
6.188188188188187971e-02 2.466335433135674604e-02
6.189189189189189116e-02 2.210745219885264234e-02
6.190190190190190261e-02 1.954966383842227790e-02
6.191191191191191406e-02 1.699000973798538150e-02
6.192192192192191857e-02 1.442851091244537996e-02
6.193193193193193002e-02 1.186518935141279291e-02
6.194194194194194147e-02 9.300069209268678125e-03
6.195195195195195292e-02 6.733180720892729260e-03
6.196196196196196437e-02 4.164578621481019802e-03
6.197197197197196888e-02 1.594538819523816809e-03
6.198198198198198033e-02 9.793486282704986709e-04
6.199199199199199178e-02 3.552449822560212276e-03
6.200200200200200323e-02 6.127882617061037977e-03
6.201201201201201468e-02 8.705050720567835201e-03
6.202202202202201919e-02 1.128388300873359174e-02
6.203203203203203064e-02 1.386434540222928648e-02
6.204204204204204209e-02 1.644641174911959380e-02
6.205205205205205354e-02 1.903005837890348051e-02
6.206206206206206499e-02 2.161526255576449659e-02
6.207207207207206950e-02 2.420200192130274666e-02
6.208208208208208095e-02 2.679025425950288739e-02
6.209209209209209240e-02 2.937999738571528408e-02
6.210210210210210385e-02 3.197120908956292001e-02
6.211211211211210836e-02 3.456386710354111130e-02
6.212212212212211981e-02 3.715794908483439213e-02
6.213213213213213126e-02 3.975343260429859554e-02
6.214214214214214271e-02 4.235029513959421427e-02
