376 699.882787597448669 500.314456776175462 572.470978941832527 17.6737831426684409 95.537 28.23200035095215 1.336088552179961e-10 297.4131708981432 126
378 681.290516173214769 502.572814483947241 568.878425023892646 18.9539635415616665 195.42 72.9530029296875 1.3317626795227733e-10 298.1138057803873 126
380 666.529392346613918 501.872289748044352 569.190128354665262 19.8719569683537536 295.4 117.69000244140625 1.3401938641944027e-10 297.5434264852224 126
382 650.766645866829776 503.091966899872773 569.067103045942304 20.7103400123730097 395.324 162.34100341796875 1.327725205479108e-10 298.4328081139236 126
384 635.277193475421313 501.928841048003449 568.229544518127227 21.513934457248272 495.338 207.02499389648438 1.343186368336127e-10 297.86331303971633 126
386 619.340611460205992 501.699589450763142 568.047255368424885 22.7417488993789334 595.331 251.7480010986328 1.3394990365040355e-10 297.2953277995476 126
388 604.333998719710848 502.216532703345933 568.433123628149701 24.0138935386668955 695.303 296.39898681640625 1.3320946482019763e-10 298.1971487579066 126
390 588.716437099727841 501.835882234310702 568.108478697639498 25.2836676315933211 795.289 341.0679931640625 1.3355084304643779e-10 297.6307896036735 126
392 573.919832444477379 500.900829076037382 567.952528764142016 26.5632901345364907 895.274 385.7380065917969 1.3280414783204239e-10 297.06780632805726 126
394 558.58361845679633 500.940938960989683 567.563638988273851 28.1042357229823097 995.275 430.42401123046875 1.3304147352378793e-10 297.93438210662254 126
396 543.096476462858845 501.124438504786553 567.835128997394349 29.4282622020433848 1095.243 475.1600036621094 1.334154730271357e-10 297.36937932693644 126
398 527.683650239683288 500.781079701676731 567.792253061882093 31.0796675749084521 1195.206 519.8809814453125 1.333415541018335e-10 297.64151792427356 126
400 512.474922801330877 500.872813513391179 567.941621298240648 32.8352264813343595 1295.109 564.5850219726562 1.3280804567404222e-10 297.0742012550199 126
#402 497.49805274623975379 495.872813513391179 562.941621298240648 58.4839121632615502 1395.111 609.3049926757812 1.3294400334071386e-10 298.13814518607717 126
#404 482.204741963862947898 501.872813513391122 568.941621298239852 94.1156805021780656 1495.072 654.0590209960938 1.3293336786062426e-10 297.56772263767914 126
406 466.353488264256214 500.871083180581877 567.543094017613839 39.5464910017159852 1595.009 698.7969970703125 1.3314032530403478e-10 297.021508556424 126
408 451.020350664036414 500.803558326141342 567.562388694927904 42.2626110938417909 1694.915 743.52099609375 1.331292142309569e-10 297.88105751286236 126
410 435.688269828151874 501.303106054974364 567.571041911318048 45.6574090957022776 1794.87 788.27197265625 1.3468386080591333e-10 297.3153163967837 126
414 405.085694926156521 501.446516745698489 567.69232141869179 52.7315288019452595 1994.631 877.6270141601562 1.343002981619337e-10 297.6536108455938 126
418 374.362459226828719 501.51342047867837 567.957498076065235 61.0987318309049172 2194.436 966.9810180664062 1.334868557369111e-10 297.9819219867174 126
420 374.395839333074264 501.41618206923755 567.972552270141023 61.0831108649990995 2194.435 1010.2919921875 1.332260787299956e-10 297.4408077235867 126
