# autoSAXS result file
# Datafile /home/rgarciad/Dokumente/Projects/Experimental data/2013-07/hdf-241-july2013/8.5_88.8.dat
# Datafile comments:
# format q=$1 I=$2 err=$4
# qrange: 0.040906217418299785 <= q <= 0.7710204162010451 
# random seed: 12345702
# iterations: 500
# R	=53.743615883427815
# sigma	=2.9357717239215346
# mu	=0.5254685317789954
# nu	=0.7992292566087466
# alpha	=2.679161168258218
# N	=0.0001976003576999379
# c0	=29986.17476893182
# c1	=-7326.200506517594
# c4	=226.20417519973824
# chi2	=11.97932396965482
# q I Ifit Ierr
0.0015	11144.985712414322	8371698787.190494	1436.9535179943962
0.003	9615.941462309193	1349134860.4266639	1016.658494588631
0.0045	10366.663093288347	487943070.4714367	942.9421932860489
0.006	9801.139780517065	251828252.85164243	783.8590830303121
0.0075	9496.57072564181	159880425.04118717	622.8949729301058
0.009	10111.881547864703	115966717.42242736	635.2159349222691
0.0105	10567.643087029508	91876336.73662804	666.7364493467347
0.012	11098.592940661973	77200661.26657787	647.5078802520417
0.0135	10287.77165965835	67460602.35409965	533.00193529479
0.015	10275.902362137344	60503024.38944833	579.4303954238737
0.0165	10078.05870953985	55203236.30306701	516.3880428220962
0.018	9946.489113842847	50935041.224420175	431.45923721072324
0.0195	10083.762919404871	47332138.51433341	1762.2173835670135
0.021	61315.120311534396	44172001.874597415	68160.79569010047
0.0225	1509760.167687473	41315634.786444925	429901.9777511506
0.024	8703322.043823864	38674593.29991556	1157710.588141816
0.0255	29534731.862327445	36192087.0741388	1086905.336685686
0.027	31836627.52252732	33831707.11746405	195670.35626373682
0.0285	30104799.30134297	31570460.698769093	73236.92401263947
0.03	28025816.673404023	29394329.261078384	63410.135196972624
0.0315	26122690.262408238	27295353.373567957	57199.66463380492
0.033	24275191.90922384	25269668.309970777	52744.88090486243
0.0345	22518796.841386195	23316150.32175727	57437.05058422507
0.036	20821390.660653487	21435462.74966477	68155.84125384758
0.0375	19099592.875269882	19629372.133569438	67495.93203333055
0.039	17484538.29017991	17900250.599424507	57480.00032777432
0.0405	15921565.28118938	16250710.003478225	49370.174445469725
0.042	14419975.554980146	14683331.572696386	39951.743685442125
0.0435	12986331.143760892	13200466.465257099	37328.72551430705
0.045	11634103.993349792	11804090.271808842	33421.06133296462
0.0465	10379206.424578642	10495699.485927537	28200.01236122157
0.048	9155949.580122031	9276241.313207785	25502.5370107909
0.0495	8045596.299617678	8146070.440823384	23559.3169701374
0.051	7008106.8218884915	7104927.921914271	19757.203969347953
0.0525	6065761.605977246	6151938.380783606	17164.949390759833
0.054	5208163.682687089	5285622.472842985	14780.289757736147
0.0555	4451394.542109559	4503922.04240174	13074.429404246332
0.057	3763086.4658805584	3804235.782584546	11823.35207181734
0.0585	3146366.2658176646	3183463.463236699	9920.557113284636
0.06	2611827.841486762	2638056.9879421587	7543.358786704028
0.0615	2148957.757162176	2164076.6933115176	6751.865991659936
0.063	1746190.2575691675	1757251.4285215812	5732.4369353141265
0.0645	1405766.943841159	1413041.061803278	4830.473682339767
0.066	1125223.9090867322	1126700.1607844958	3971.9837436404255
0.0675	894138.8087200738	893341.6903957799	3422.733907059885
0.069	707797.2967069383	707999.668712177	2825.6525382334175
0.0705	565418.5918485135	565689.8195694537	2287.4635568355966
0.072	461253.10815021174	461467.3620036172	2144.3639679471485
0.0735	388172.5030400845	390481.18073420366	1882.9740365143502
0.075	343863.6308852753	348023.7287197006	1749.0495374539055
0.0765	326061.8466628123	329576.12154246797	1654.8314815690649
0.078	325514.3509576034	330847.99303965224	1621.9697937108483
0.0795	340903.30439207	347811.79101285734	1611.371087121827
0.081	370756.44641820143	376731.29974279064	1654.342116616847
0.0825	407296.30165070324	414184.2810817434	1786.6969625022707
0.084	450336.4043574424	457079.22678053804	1808.1114711471055
0.0855	500573.30354331766	502666.3101629438	1774.9696771866131
0.087	545840.774392877	548542.7141127745	1786.85793084838
0.0885	588220.0054578298	592652.5935276431	1858.213080674085
0.09	632999.9218254641	633282.0030006975	1881.2980595107147
0.0915	668503.2900165425	669049.1837593948	1962.9085873872264
0.093	698534.0868758621	698890.6572330907	1890.0282624821355
0.0945	724188.9846622546	722043.6156351219	1892.7083854448556
0.096	743325.1185313963	738025.1324113098	1895.0049377828336
0.0975	752958.2776763263	746608.7372915756	1797.96855913812
0.099	754364.8224734368	747798.9121312154	1834.0508847212552
0.1005	751550.0520308018	741804.0650621793	1821.0116014845792
0.102	738083.7994088689	729008.5321728284	1814.731294380851
0.1035	721615.5515193357	709944.1386241353	1885.4794241013597
0.105	698253.1140861228	685261.8255490779	1804.476763531866
0.1065	671020.5502898803	655703.8161395955	1752.2965443355224
0.108	635270.5311492602	622076.7549636294	1659.7307438033117
0.1095	598685.5098932439	585226.2098055249	1664.7614282201387
0.111	561424.4080283392	546012.8762676765	1595.049108626798
0.1125	519237.5527754271	505290.7731178141	1549.1728122849602
0.114	477891.17595048656	463887.66202828	1553.5730726462682
0.1155	435832.444723463	422587.8700289604	1409.5878401535358
0.117	396218.209299721	382117.6377469421	1319.4052183455647
0.1185	357735.78128875745	343133.06234238023	1253.9294373615023
0.12	319422.2514329536	306210.65191030025	1182.403682268967
0.1215	284707.74335725856	271840.4588561256	1128.411298376161
0.123	251618.42592479973	240421.71412549686	1053.9861009493318
0.1245	221436.73225462637	212260.84282640257	950.4085829400561
0.126	195524.8137683957	187571.70525925537	880.6515205005107
0.1275	173553.03440373408	166477.87608456123	777.5508712165841
0.129	153724.82475531186	149016.74860283313	730.3543696860808
0.1305	139340.0155855262	135145.2310705356	679.0111858895054
0.132	128455.80367701991	124746.78768327206	660.1252040314331
0.1335	119948.56897541876	117639.56826313847	635.2192178293279
0.135	115790.74642899331	113585.36762373225	622.1304262362005
0.1365	113335.40644239486	112299.15778751276	605.2710040855761
0.138	113995.22077630786	113458.94334123204	611.8951162785437
0.1395	116332.26427814877	116715.70180401679	601.3334218191047
0.141	120682.7201859687	121703.18645274526	619.3077086168776
0.1425	127058.09688931266	128047.38805249108	624.0394896410114
0.144	134454.87366404044	135375.47378998954	643.2900330329529
0.1455	141836.0483700211	143324.0457950948	658.5392951714595
0.147	149333.1880613462	151546.5873381767	663.5842761190263
0.1485	156848.0986580818	159719.99149191444	675.5833543690848
0.15	166006.32323942188	167550.09414037902	689.8419198774251
0.1515	173191.76043653363	174776.16012937398	700.151095243905
0.153	180681.83785347364	181174.29753914935	715.7394499115181
0.1545	185004.81731181455	186559.80002903205	709.6088327796489
0.156	189400.72390296118	190788.4405119778	737.3020070746825
0.1575	193582.02410626758	193756.7606839889	716.3370978465629
0.159	194677.27306603908	195401.4198416186	702.0340542425871
0.1605	194743.0430378557	195697.68272067426	685.4366292553012
0.162	193498.84922022742	194657.13960003937	690.9723518580461
0.1635	190454.01942852564	192324.76252448186	687.3743916218198
0.165	187652.83132549492	188775.40916519074	668.2169345300296
0.1665	183552.83538660652	184109.89057705083	655.1687556742264
0.168	177550.68836256984	178450.72100853352	649.331799873779
0.1695	171080.0861744749	171937.6671103252	655.9005791977714
0.171	165168.25764223834	164723.2105588714	630.2332762587058
0.1725	156418.30300754806	156968.03249011582	616.9539172058259
0.174	147833.1935145029	148836.62049173503	570.0903659912223
0.1755	139840.50175605656	140493.08952180707	546.6821267095276
0.177	130737.74517238213	132097.2973208906	542.1465258572146
0.1785	122540.47789566366	123801.32298784704	538.8598063902089
0.18	114859.92239876337	115746.36472680556	522.9278054836979
0.1815	107031.01847408875	108060.09966988231	504.6215744221884
0.183	99323.70495485417	100854.53545423975	476.26768860651276
0.1845	92747.58208547183	94224.37018319155	445.13762832158994
0.186	86383.99843148494	88245.86480791174	421.59381027337787
0.1875	81385.17558076583	82976.2200807849	412.5250707490459
0.189	77110.40529488286	78453.43927475675	396.0321957615603
0.1905	73794.47769787471	74696.6480226451	400.6095213035885
0.192	71055.44709809318	71706.83405769069	381.51359224409407
0.1935	69010.74922324509	69467.96244586699	368.96904839619174
0.195	68017.88968682826	67948.41616816909	358.8261099121494
0.1965	67498.29742081654	67102.70767664215	372.2093306133495
0.198	66683.30282363958	66873.40431476964	369.4853914314171
0.1995	67113.01714279843	67193.20923059262	377.686596290402
0.201	68916.78437480469	67987.13955789764	365.82209075469774
0.2025	70068.29431314685	69174.74510724405	374.21155974348255
0.204	71366.18717103718	70672.31348034902	388.9991498393157
0.2055	73398.46167837293	72395.01126381225	390.5701267671832
0.207	75117.86116417417	74258.91562055353	383.93661592900696
0.2085	77048.95944116382	76182.89601699775	394.9071911676091
0.21	78565.84380352314	78090.31183084224	406.83711656897725
0.2115	80532.13823299049	79910.49800485716	396.76314560822675
0.213	82733.31089548599	81580.01757421179	401.751549359143
0.2145	83745.01220041583	83043.6666307132	425.09886953485125
0.216	84204.38536094622	84255.22393784473	435.9392933936058
0.2175	85349.80222378725	85177.94382786589	421.46905980514316
0.219	86302.77549844183	85784.79706293547	411.6041094188224
0.2205	86279.8400507267	86058.46990913435	411.8590112669047
0.222	85816.59687227511	85991.13665643724	419.92061315071953
