2.400000000000000050e-02 2.633000499999999743e+24 1.375734300000000022e+23 8.471778499999999564e+23
2.599999999999999881e-02 3.508409100000000188e+24 7.836104900000000403e+22 2.407042400000000152e+23
2.800000000000000058e-02 4.210631499999999758e+24 5.156645500000000383e+22 9.786171400000000701e+22
2.999999999999999889e-02 3.767794199999999805e+24 3.610877000000000020e+22 6.964327499999999951e+22
3.200000000000000067e-02 3.267661299999999972e+24 3.011244200000000046e+22 5.158814600000000387e+22
3.400000000000000244e-02 2.920901299999999789e+24 2.742228799999999948e+22 4.206100699999999990e+22
3.599999999999999728e-02 2.625835799999999763e+24 2.510375799999999823e+22 3.821697499999999780e+22
3.799999999999999906e-02 2.305823700000000002e+24 2.261655200000000184e+22 3.543637899999999898e+22
4.000000000000000083e-02 2.065293200000000115e+24 2.083327000000000007e+22 3.256069099999999925e+22
4.200000000000000261e-02 1.797299999999999961e+24 1.881316999999999967e+22 2.897112999999999836e+22
4.399999999999999745e-02 1.566418099999999907e+24 1.717905700000000010e+22 2.710806400000000105e+22
4.599999999999999922e-02 1.323092100000000095e+24 1.547013499999999964e+22 2.416367599999999856e+22
4.800000000000000100e-02 1.096880799999999982e+24 1.361334500000000062e+22 2.043355100000000200e+22
5.000000000000000278e-02 9.050189499999999786e+23 1.211709699999999931e+22 1.812560200000000020e+22
5.199999999999999761e-02 7.364572199999999983e+23 1.068312799999999921e+22 1.708548300000000056e+22
5.399999999999999939e-02 6.017650000000000092e+23 9.409871900000000147e+21 1.416272700000000016e+22
5.600000000000000117e-02 4.829151500000000003e+23 8.275062799999999934e+21 1.265980199999999941e+22
5.800000000000000294e-02 3.768370099999999881e+23 7.196200700000000279e+21 9.748813699999999197e+21
5.999999999999999778e-02 2.826305300000000117e+23 6.051984800000000393e+21 8.517731400000000229e+21
6.199999999999999956e-02 2.206378299999999849e+23 5.320333599999999869e+21 7.025183599999999541e+21
6.400000000000000133e-02 1.652475500000000155e+23 4.544648400000000197e+21 6.046519200000000393e+21
6.600000000000000311e-02 1.282813899999999972e+23 3.977404700000000147e+21 4.885688099999999590e+21
6.800000000000000488e-02 9.434982500000000377e+22 3.428060099999999984e+21 4.227682100000000049e+21
7.000000000000000666e-02 7.472364500000000338e+22 3.071130500000000246e+21 3.574826799999999803e+21
7.199999999999999456e-02 6.333088600000000374e+22 2.854036999999999967e+21 3.057601499999999885e+21
7.399999999999999634e-02 5.844702200000000138e+22 2.712625300000000180e+21 2.737175400000000098e+21
7.599999999999999811e-02 5.702094400000000157e+22 2.658056699999999754e+21 2.811719100000000016e+21
7.799999999999999989e-02 6.012116299999999741e+22 2.663432100000000115e+21 2.875309199999999934e+21
8.000000000000000167e-02 6.631805299999999892e+22 2.740548500000000180e+21 2.984900200000000098e+21
8.200000000000000344e-02 7.596241499999999256e+22 2.824737099999999951e+21 3.195747400000000229e+21
8.400000000000000522e-02 8.597256600000000531e+22 2.964544099999999853e+21 3.366255699999999918e+21
8.599999999999999312e-02 9.694701099999999243e+22 3.050328100000000115e+21 3.546960600000000164e+21
8.799999999999999489e-02 1.121938199999999965e+23 3.206371999999999869e+21 3.708405099999999820e+21
8.999999999999999667e-02 1.129883300000000031e+23 3.163452199999999836e+21 3.650196399999999803e+21
