# /messung/kmc/daten/2016/1Q/fcm_201601_149.hdf
# Sample-X	Sample-Y	$K1norm/$K4norm	Ring_1	Time
91.30000000000001	-10.0	3.877777777777777	258.4354659515423	9.126999855041504
91.4	-10.0	3.8761526757682963	258.36468899762593	14.170000076293945
91.5	-10.0	3.8725518397672447	258.29567370876936	19.215999603271484
91.6	-10.0	3.4338270032660274	258.2260192798892	24.259000778198242
91.7	-10.0	0.9436451085995006	258.1567690414463	29.295000076293945
91.80000000000001	-10.0	0.10157233092100124	258.1062166140123	32.9900016784668
91.9	-10.0	0.11967031746749858	258.06032635901005	36.290000915527344
92.0	-10.0	0.10897466207534562	258.0154200544391	39.46900177001953
92.1	-10.0	0.09720890928492563	257.9742023972685	42.63100051879883
92.2	-10.0	0.08830640598607994	257.9301094723641	45.79399871826172
92.30000000000001	-10.0	0.08259253312914498	257.8870942824071	48.9739990234375
92.4	-10.0	0.07884206456601586	257.8427063835935	52.13600158691406
92.5	-10.0	0.07691034715269826	257.8012759726188	55.29800033569336
92.6	-10.0	0.07644475617682633	257.72992433297503	58.46099853515625
92.7	-10.0	0.07653297275492606	257.7150120988917	61.63999938964844
92.80000000000001	-10.0	0.07705607207266559	257.67061885084024	64.81999969482422
92.9	-10.0	0.07776342180712957	257.6293588795018	67.9990005493164
93.0	-10.0	0.07849682097867124	258.78254504244734	73.65399932861328
93.1	-10.0	0.0792899990973174	258.73800643662656	76.83399963378906
93.2	-10.0	0.07969338364986259	258.69524938029383	80.01399993896484
93.30000000000001	-10.0	0.08007127147991924	258.6503148139554	83.36799621582031
93.4	-10.0	0.08050263428069074	258.60523906442273	86.54399871826172
93.5	-10.0	0.08059475971789405	258.5624644282515	89.70800018310547
93.6	-10.0	0.0805008841787395	258.51886476191027	92.86900329589844
93.7	-10.0	0.08026123242020175	258.4764537780612	96.04900360107422
93.80000000000001	-10.0	0.08000586608908251	258.4315806760797	99.22799682617188
93.9	-10.0	0.0795562407113943	258.3878016826888	102.39099884033203
94.0	-10.0	0.07917148717948719	258.34386286101034	105.56999969482422
94.1	-10.0	0.07870237169318413	258.30211692119684	108.73200225830078
94.2	-10.0	0.07820785251611155	258.2590440236225	111.91200256347656
94.30000000000001	-10.0	0.07773823288405497	258.21609650917253	115.09200286865234
94.4	-10.0	0.07753772248568085	258.17156273307387	118.25399780273438
94.5	-10.0	0.07730019803199295	258.1304199742144	121.41699981689453
94.6	-10.0	0.07725328933868492	258.0871579713099	124.59700012207031
94.7	-10.0	0.07746476271026385	258.04314655229336	127.75900268554688
94.80000000000001	-10.0	0.07810976749536284	257.99952692247575	130.9219970703125
94.9	-10.0	0.07920323702938027	257.95604501492966	134.10000610351562
95.0	-10.0	0.08045992607303062	257.9128435913748	137.27999877929688
95.1	-10.0	0.08263631801503857	257.86960325517254	140.45899963378906
95.2	-10.0	0.08650291228589763	257.8258996668796	143.6219940185547
95.30000000000001	-10.0	0.09234767411976356	257.78046312361096	146.99099731445312
95.4	-10.0	0.10123496658555602	257.7287188001648	150.61700439453125
95.5	-10.0	0.11309949097639979	257.68821666646	153.7790069580078
95.6	-10.0	0.12474251797186549	257.6452435763659	156.94200134277344
95.7	-10.0	0.10814227419103731	258.78748274712746	162.09800720214844
95.80000000000001	-10.0	0.6443249003514596	258.74291695762895	165.2779998779297
95.9	-10.0	3.1437745375265354	258.6980772233634	168.57699584960938
96.0	-10.0	3.8597419537436397	258.6215039834204	174.17999267578125
96.1	-10.0	3.8559341159863934	258.5520588495556	179.21600341796875
96.2	-10.0	3.8593888505860345	258.4839038924155	184.25100708007812
96.30000000000001	-10.0	3.857067216129243	258.4157954968078	189.28700256347656
99.30000000000001	-10.0	3.859937395762301	258.3051625015851	197.36599731445312
99.4	-10.0	3.861131935957607	258.236322148723	202.40199279785156
99.5	-10.0	3.8589777561412477	258.1658999882572	207.4669952392578
99.6	-10.0	2.7290439529272494	258.097939742435	212.50799560546875
99.7	-10.0	0.3393062572672175	258.0296297339104	217.54299926757812
99.80000000000001	-10.0	0.10029541428974052	257.9795497244067	221.2469940185547
99.9	-10.0	0.11294051142904127	257.9358804202074	224.53799438476562
100.0	-10.0	0.10386934084219664	257.89228157602594	227.7030029296875
100.1	-10.0	0.09450772852228022	257.84867559305764	230.89300537109375
100.2	-10.0	0.08743009172952754	257.8044251152005	234.1999969482422
100.30000000000001	-10.0	0.0827837312003953	257.7597933717621	237.3769989013672
100.4	-10.0	0.07924633204633204	257.71626596744227	240.53900146484375
100.5	-10.0	0.0772976221594242	257.6479683711427	243.718994140625
100.6	-10.0	0.07664621929040412	257.631482834731	246.88099670410156
100.7	-10.0	0.07620065698357952	258.8263642818058	252.44900512695312
100.80000000000001	-10.0	0.07640927440435795	258.78205729880386	255.62899780273438
100.9	-10.0	0.07671366665572373	258.73998439949173	258.8080139160156
101.0	-10.0	0.07725764586389798	258.69514856111687	261.97100830078125
101.1	-10.0	0.07772566591371177	258.6507852842496	265.1340026855469
101.2	-10.0	0.07817348805034803	258.60744909413154	268.2959899902344
101.30000000000001	-10.0	0.07858637464090563	258.5657856960273	271.4580078125
101.4	-10.0	0.07907013972121431	258.5215141659743	274.63800048828125
101.5	-10.0	0.0792448606575894	258.4775963527836	277.8009948730469
101.6	-10.0	0.07965257793580273	258.4335933102277	280.9630126953125
101.7	-10.0	0.07960524288716209	258.3933089884368	284.1419982910156
101.80000000000001	-10.0	0.07946879057307674	258.34934620450156	287.3039855957031
101.9	-10.0	0.07899931150000514	258.3070194921806	290.4670104980469
