93.5 -10.0 0.0207837 258.5624644282515 89.70800018310547
93.5 -9.700000000000003 0.0207883 257.85084458860075 465.69000244140625
93.5 -9.399999999999999 0.0207552 258.64902404975624 848.3889770507812
93.5 -9.100000000000001 0.0207307 258.3308453184914 1224.3360595703125
93.5 -8.799999999999997 0.020741 258.6595166229083 1598.47802734375
93.5 -8.5 0.020729 258.1488858720598 1976.469970703125
93.5 -8.2 0.0206093 258.33557882041987 2352.31494140625
93.5 -7.900000000000002 0.0206196 258.62928435246033 2732.126953125
93.5 -7.600000000000001 0.0206549 257.7733627055992 3108.091064453125
93.5 -7.300000000000001 0.0206038 257.8651121457302 3487.510986328125
93.5 -7.0 0.0206758 258.25765836023953 3871.259033203125
93.5 -6.699999999999999 0.0206817 257.6734347433647 4245.55615234375
93.5 -6.400000000000002 0.0206711 257.8091012977839 4627.0400390625
93.5 -6.100000000000001 0.0207319 258.12089610264826 5007.07421875
93.5 -5.800000000000001 0.0206477 258.139486299903 5386.251953125
93.5 -5.5 0.0377534 258.09225430737206 5767.8701171875
93.5 -5.199999999999999 0.0713962 257.65188569857156 6147.32421875
93.5 -4.900000000000002 0.0718984 258.0824300913888 6525.6240234375
93.5 -4.600000000000001 0.0717387 257.9257558486622 6905.0771484375
93.5 -4.300000000000001 0.0721864 257.71164385181567 7287.3828125
93.5 -4.0 0.0718263 257.5742580039524 7667.69482421875
93.5 -3.6999999999999993 0.071879 258.37185731690334 8050.0517578125
93.5 -3.400000000000002 0.0720022 256.0880480510499 8427.2880859375
93.5 -3.1000000000000014 0.0721114 257.8984432478471 8808.6650390625
93.5 -2.8000000000000007 0.0716943 257.96738977935973 9192.0029296875
93.5 -2.5 0.0718127 258.4738667992161 9572.28125
93.5 -2.1999999999999993 0.0717937 258.43969097393597 9953.0224609375
93.5 -1.9000000000000021 0.072226 258.3510142711235 10332.337890625
93.5 -1.6000000000000014 0.0719974 258.10998730725936 10713.095703125
93.5 -1.3000000000000007 0.071944 258.13549698874937 11094.908203125
93.5 -1.0 0.0720795 258.2426841942747 11478.2919921875
93.5 -0.6999999999999993 0.0720567 258.05289721606476 11858.3779296875
93.5 -0.40000000000000213 0.0721161 257.8842431952792 12238.2470703125
93.5 -0.10000000000000142 0.0719476 257.7047451068827 12621.1025390625
93.5 0.1999999999999993 0.0716829 258.0886589886657 13000.6748046875
93.5 0.5 0.0722357 258.05723587075875 13384.115234375
93.5 0.8000000000000007 0.0721942 257.98439575037065 13768.001953125
93.5 1.1000000000000014 0.0721637 257.8645956849346 14151.8896484375
93.5 1.3999999999999986 0.0721769 257.76419175787555 14531.982421875
93.5 1.6999999999999993 0.0720073 258.48543107623703 14910.0908203125
93.5 2.0 0.0720137 258.12548290009164 15287.8251953125
93.5 2.3000000000000007 0.0716358 258.4969567293861 15665.3515625
93.5 2.6000000000000014 0.0719158 257.7903997346878 16043.8935546875
93.5 2.8999999999999986 0.0720265 257.7354137446006 16421.765625
93.5 3.1999999999999993 0.0719168 257.6245278027604 16797.66015625
93.5 3.5 0.147424 258.0640472531707 17178.5234375
93.5 3.8000000000000007 0.20135 257.7017081763906 17556.515625
93.5 4.100000000000001 0.201733 257.71727322266076 17933.373046875
93.5 4.399999999999999 0.201345 258.0471550092771 18315.162109375
93.5 4.699999999999999 0.201372 257.97696062257137 18696.66015625
93.5 5.0 0.202084 258.13895727666124 19078.724609375
93.5 5.300000000000001 0.201319 258.22525753652025 19461.306640625
93.5 5.600000000000001 0.201471 258.3454525664187 19844.09375
93.5 5.899999999999999 0.202113 257.96396443849613 20224.28515625
93.5 6.199999999999999 0.201644 257.9349076383145 20605.251953125
93.5 6.5 0.201259 258.49918807849036 20986.28515625
93.5 6.800000000000001 0.20213 258.61406585062946 21368.298828125
93.5 7.100000000000001 0.201321 257.71522490616337 21747.048828125
93.5 7.399999999999999 0.201146 257.6007273009914 22125.5703125
93.5 7.699999999999999 0.201876 257.7568483641155 22504.490234375
93.5 8.0 0.200886 257.8343812306816 22886.556640625
93.5 8.299999999999999 0.201591 257.86740008137207 23264.271484375
93.5 8.6 0.201353 258.68400351991204 23645.099609375
93.5 8.9 0.200798 256.4972558113372 24019.0703125
93.5 9.2 0.201694 251.50650042519635 24387.5078125
93.5 9.5 0.201277 246.68643560871232 24755.8046875
93.5 9.8 0.20147 242.08905917394003 25122.48828125
