2.400000000000000050e-02 3.007152699999999807e+24 1.494351099999999943e+23 9.394317599999999408e+23
2.599999999999999881e-02 4.244583299999999969e+24 8.561297300000000600e+22 3.133717199999999693e+23
2.800000000000000058e-02 5.116896700000000230e+24 5.628610499999999774e+22 1.157377000000000077e+23
2.999999999999999889e-02 4.750991200000000202e+24 4.056832000000000000e+22 7.262434700000000318e+22
3.200000000000000067e-02 4.299871800000000094e+24 3.454449800000000177e+22 5.556855400000000308e+22
3.400000000000000244e-02 3.940957699999999898e+24 3.182876100000000193e+22 5.124518800000000249e+22
3.599999999999999728e-02 3.580786399999999787e+24 2.941944000000000052e+22 4.616049299999999971e+22
3.799999999999999906e-02 3.160026900000000252e+24 2.655997199999999934e+22 4.213982999999999797e+22
4.000000000000000083e-02 2.804972899999999832e+24 2.427217199999999803e+22 3.823547799999999692e+22
4.200000000000000261e-02 2.466861400000000223e+24 2.214424300000000134e+22 3.314238099999999971e+22
4.399999999999999745e-02 2.156910800000000046e+24 2.022541700000000036e+22 3.082283799999999797e+22
4.599999999999999922e-02 1.853175299999999965e+24 1.835295000000000007e+22 2.970799100000000069e+22
4.800000000000000100e-02 1.566943599999999977e+24 1.629447300000000036e+22 2.640086699999999977e+22
5.000000000000000278e-02 1.305534899999999965e+24 1.453098200000000059e+22 2.286395900000000069e+22
5.199999999999999761e-02 1.088338999999999976e+24 1.307261900000000056e+22 2.048632399999999882e+22
5.399999999999999939e-02 8.836962200000000615e+23 1.142808600000000007e+22 1.753495299999999931e+22
5.600000000000000117e-02 7.120844200000000088e+23 1.009962399999999974e+22 1.569926300000000043e+22
5.800000000000000294e-02 5.484660100000000288e+23 8.649764599999999508e+21 1.334365500000000016e+22
5.999999999999999778e-02 4.367175500000000328e+23 7.563751999999999738e+21 1.138655500000000003e+22
6.199999999999999956e-02 3.436570899999999698e+23 6.633232299999999558e+21 9.366458099999999787e+21
6.400000000000000133e-02 2.486784499999999871e+23 5.535085400000000164e+21 7.761620100000000246e+21
6.600000000000000311e-02 1.863876900000000094e+23 4.737245800000000098e+21 6.199495499999999951e+21
6.800000000000000488e-02 1.330339199999999937e+23 3.982846500000000115e+21 5.365141800000000360e+21
7.000000000000000666e-02 9.374526800000000092e+22 3.340829400000000164e+21 3.971543199999999869e+21
7.199999999999999456e-02 6.983425999999999987e+22 2.928722599999999836e+21 3.224489299999999918e+21
7.399999999999999634e-02 5.983045700000000088e+22 2.773234299999999754e+21 3.028918499999999853e+21
7.599999999999999811e-02 5.668508699999999938e+22 2.646655699999999918e+21 2.726900999999999967e+21
7.799999999999999989e-02 6.004105200000000275e+22 2.694017099999999951e+21 2.833762400000000131e+21
8.000000000000000167e-02 6.470686800000000301e+22 2.720108099999999984e+21 2.910179699999999787e+21
8.200000000000000344e-02 7.461209399999999666e+22 2.820071800000000033e+21 3.223081800000000229e+21
8.400000000000000522e-02 8.254385800000000596e+22 2.885365799999999836e+21 3.372794399999999869e+21
8.599999999999999312e-02 9.457313599999999948e+22 3.027431499999999951e+21 3.505279200000000131e+21
8.799999999999999489e-02 1.069681400000000012e+23 3.132944499999999787e+21 3.566937800000000229e+21
8.999999999999999667e-02 1.228264299999999946e+23 3.314023599999999803e+21 3.798292500000000180e+21
9.199999999999999845e-02 1.273526100000000023e+23 3.303242200000000164e+21 3.784945300000000180e+21
9.400000000000000022e-02 1.335533299999999997e+23 3.362808999999999836e+21 3.636954900000000180e+21
9.600000000000000200e-02 1.347081599999999937e+23 3.319564599999999771e+21 3.645707000000000033e+21
