0.000000000000000000e+00 -4.681314233038910366e+00 -3.112154104467481197e+00 -4.011480018753196042e+00
2.000000000000000042e-02 1.831820649384440003e+01 -3.921324206155598624e+00 -3.560370191869884238e+00
4.000000000000000083e-02 5.775881343028989079e+01 -3.880863469710102542e+00 -3.612947212567245714e+00
5.999999999999999778e-02 2.874094869916288175e+01 -4.283404715122826723e+00 -4.286718929408540824e+00
8.000000000000000167e-02 1.836032077130322193e+01 -4.431155485839632924e+00 -4.492187900125347078e+00
1.000000000000000056e-01 1.368366373710892248e+01 -4.511526234319648943e+00 -4.598690305748220908e+00
1.199999999999999956e-01 9.806471592469229392e+00 -4.553891264673625372e+00 -4.660159650387910801e+00
1.400000000000000133e-01 6.463081381904099310e+00 -4.590397446667328296e+00 -4.716902618095899946e+00
1.600000000000000033e-01 4.347596627481151721e+00 -4.635583201090275551e+00 -4.769775458233133314e+00
1.799999999999999933e-01 3.082763472081346379e+00 -4.664482499347224476e+00 -4.802952442204367678e+00
2.000000000000000111e-01 2.398665965584300785e+00 -4.678695520129984686e+00 -4.822021362987126913e+00
2.200000000000000011e-01 1.729536922544264499e+00 -4.702095091741449018e+00 -4.843669391741449282e+00
2.399999999999999911e-01 1.731675208499115826e+00 -4.726771477215168993e+00 -4.858931877215169060e+00
2.600000000000000089e-01 1.393041169197515750e+00 -4.746735945088198072e+00 -4.875778530802483246e+00
2.800000000000000266e-01 1.462699202743617199e+00 -4.762787311542096447e+00 -4.885887032970668287e+00
2.999999999999999889e-01 1.230726046087180947e+00 -4.777714982484246420e+00 -4.897173336769960805e+00
3.200000000000000067e-01 1.095020490144129610e+00 -4.791140638427298093e+00 -4.907945001284440778e+00
3.400000000000000244e-01 1.242893952118156342e+00 -4.802646019310414793e+00 -4.914166756453271390e+00
3.599999999999999867e-01 1.382135619308265007e+00 -4.813569966406021194e+00 -4.920629156406020499e+00
3.800000000000000044e-01 1.446440878687049292e+00 -4.823655007027235264e+00 -4.927514611312949988e+00
4.000000000000000222e-01 1.427519746534537504e+00 -4.832768710608319473e+00 -4.933281299179748558e+00
4.199999999999999845e-01 1.530274726697932408e+00 -4.841322673302066448e+00 -4.938176590444923519e+00
4.400000000000000022e-01 1.974462097476334499e+00 -4.845604573952236649e+00 -4.939507751095093546e+00
4.600000000000000200e-01 1.964149912843515366e+00 -4.848327472870769483e+00 -4.941604770013626080e+00
4.799999999999999822e-01 1.941491718007699596e+00 -4.856696481992299752e+00 -4.947230297706584956e+00
5.000000000000000000e-01 1.962315550735692860e+00 -4.864489834978591887e+00 -4.952896787835735282e+00
5.200000000000000178e-01 2.007832371297285867e+00 -4.866530300131285180e+00 -4.954151361559856248e+00
5.400000000000000355e-01 2.056553778171519298e+00 -4.870759036114193918e+00 -4.957485954685622254e+00
5.600000000000000533e-01 2.417971866656379198e+00 -4.878084276200763014e+00 -4.960007040486477337e+00
5.799999999999999600e-01 2.541340087523376923e+00 -4.883825983905193624e+00 -4.962447722476621692e+00
5.999999999999999778e-01 2.479433820001403888e+00 -4.888941108570023175e+00 -4.966469292855737017e+00
6.199999999999999956e-01 2.829668230516979577e+00 -4.892762040911591725e+00 -4.967156048054449435e+00
6.400000000000000133e-01 3.010826560046565348e+00 -4.896434725667720755e+00 -4.968573187096291477e+00
6.600000000000000311e-01 3.088234268650921877e+00 -4.899644359920506176e+00 -4.969916768491934533e+00
6.800000000000000488e-01 3.165027751475642859e+00 -4.902565491381499108e+00 -4.971394545667213727e+00
6.999999999999999556e-01 3.535100340502118854e+00 -4.904411102355023644e+00 -4.970644290926452769e+00
7.199999999999999734e-01 3.742947449190113574e+00 -4.903430165095600479e+00 -4.968527449381315186e+00
7.399999999999999911e-01 3.706471288581837165e+00 -4.901914125703876302e+00 -4.967884194275304921e+00
7.600000000000000089e-01 3.743211012008769600e+00 -4.900144530848371538e+00 -4.966637362276943080e+00
7.800000000000000266e-01 4.036618716970913567e+00 -4.894492368743372346e+00 -4.961366535886229556e+00
8.000000000000000444e-01 4.006519875615498272e+00 -4.886020110098786340e+00 -4.956128300098786355e+00
8.199999999999999512e-01 4.275729479527674570e+00 -4.876111449043754043e+00 -4.949077916186610970e+00
8.399999999999999689e-01 4.248646041688613373e+00 -4.863623086882813418e+00 -4.940521784025670549e+00
8.599999999999999867e-01 4.257862741313668486e+00 -4.846121201543473589e+00 -4.928263187257758915e+00
8.800000000000000044e-01 4.331555854425906738e+00 -4.829501074145522210e+00 -4.917157515574094084e+00
9.000000000000000222e-01 4.258804470163342515e+00 -4.813277986979512590e+00 -4.907867158408083519e+00
9.200000000000000400e-01 4.620370921389571173e+00 -4.794561778610426650e+00 -4.893127207181855454e+00
9.399999999999999467e-01 4.375135786748786337e+00 -4.775217784679783861e+00 -4.882101298965498160e+00
1.000000000000000000e+00 4.430354098599536883e+00 -4.687141344257605091e+00 -4.821813258543319769e+00
1.020000000000000018e+00 3.857418538071923031e+00 -4.641179890499503635e+00 -4.798885404785218078e+00
1.040000000000000036e+00 3.615956187282974632e+00 -4.577167912717025722e+00 -4.766629927002739464e+00
1.060000000000000053e+00 3.985222000528199082e+00 -4.488248013757514698e+00 -4.703918242328943400e+00
1.080000000000000071e+00 4.289711192566408648e+00 -4.352325050290732911e+00 -4.618458607433590046e+00
1.100000000000000089e+00 4.516882669310083642e+00 -4.106812944975630764e+00 -4.459514002118488030e+00
1.120000000000000107e+00 5.138740744230130275e+00 -3.741788912912725973e+00 -4.189394098627011509e+00
