3.840000000000000000e+02 3.485937576391124448e+00 9.519715998044185612e-02 4.154759414648006348e+12 2.038322696397213265e+06
3.830400000000000205e+02 3.468035249146627308e+00 1.254997787980937085e-01 4.055726324568334473e+12 2.013883393984948285e+06
3.817599999999999909e+02 3.464083617842462992e+00 1.301587604669299514e-01 3.860010605482975586e+12 1.964690969461349072e+06
3.811499999999999773e+02 3.346774569873282701e+00 1.609854226014300338e-01 3.464181404829958496e+12 1.861231152981799329e+06
3.797300000000000182e+02 3.262077894584245907e+00 2.621580576777798322e-01 3.059454698709574707e+12 1.749129697509471327e+06
3.772900000000000205e+02 3.085641535537205105e+00 3.649207666488544777e-01 2.551666229007905762e+12 1.597393573609179584e+06
3.754900000000000091e+02 2.916178202083480109e+00 4.989650664574271088e-01 2.065579434386063721e+12 1.437212383187002735e+06
3.724200000000000159e+02 2.598783652138637823e+00 9.794019885503653100e-01 1.566545444064868896e+12 1.251617131580128567e+06
3.694599999999999795e+02 1.820445004992472082e+00 5.418687231016292571e+00 1.158808516147311035e+12 1.076479686825214187e+06
3.634200000000000159e+02 1.832964555365752091e+01 1.669131535535679404e+03 1.225748640267391113e+12 1.107135330602086382e+06
3.603500000000000227e+02 2.099269438406730970e+01 1.232910969841311044e+03 1.678805835840876953e+12 1.295687398966616951e+06
3.565799999999999841e+02 1.730348445471418728e+01 1.678011425330904331e+03 9.113546735483022461e+11 9.546489792317919200e+05
3.538899999999999864e+02 1.321191076780673157e+01 5.935697354171827556e+02 8.804941089643605957e+11 9.383464759694900131e+05
3.507200000000000273e+02 1.267720617504750003e+01 2.000498949306482359e+02 1.044871070291744019e+12 1.022189351486183354e+06
3.484900000000000091e+02 9.369221232749884720e+00 6.494979116440948985e+01 1.014391128338476562e+12 1.007169860717881355e+06
3.462200000000000273e+02 9.574165508374088418e+00 2.091181773292462864e+01 1.481218945088937988e+12 1.217053386293690186e+06
3.445500000000000114e+02 8.725720412797004499e+00 8.102403253643601033e+00 1.768570016644570557e+12 1.329875940320964903e+06
3.421600000000000250e+02 8.618969203275977264e+00 3.841161568776182200e+00 2.143346053199602783e+12 1.464017094572192058e+06
3.405600000000000023e+02 8.051370771824343464e+00 2.283211127534648277e+00 2.326714074619280273e+12 1.525357031851651613e+06
3.396800000000000068e+02 7.959766745090329110e+00 1.422143676659046729e+00 2.676536560812980469e+12 1.636012396289520897e+06
3.381899999999999977e+02 7.587237180505799650e+00 9.160834101306046806e-01 2.824320590499557617e+12 1.680571507106900215e+06
3.374900000000000091e+02 7.791733344567759900e+00 6.880325350870601930e-01 3.118233226795009766e+12 1.765851983263322618e+06
3.364200000000000159e+02 7.475870888853133778e+00 4.791933242139905791e-01 3.247076557117952637e+12 1.801964638143033255e+06
3.356399999999999864e+02 7.512918775016141915e+00 3.240970195148316635e-01 3.467073922748280273e+12 1.862008035092297941e+06
3.346399999999999864e+02 7.309316111180780950e+00 2.614681951004382832e-01 3.491700012923900879e+12 1.868609111859380035e+06
3.344399999999999977e+02 7.379041261119611228e+00 2.324326885071447690e-01 3.645247244951626465e+12 1.909253059432307491e+06
3.340199999999999818e+02 7.443981342033973547e+00 1.994439100338165627e-01 3.788205839901981445e+12 1.946331379776316928e+06
