1	Core-shell	146.95	9.42
#2	"Onion Model"	148.84	6.3
2	"Shape function"	146.79	2.58	
2.8	"I_1"	142.4	11.3
3.3	"I_2"	143.6	8.2
3.8	"I_3"	144.5	7.5
4.3	"I_4"	144.3	15.8
