#Diameter(nm)	Abs	Normalised Abs		volume	Normalised			Nb	normalised
214.067	0.000511	0.0099294639		0.109388237	0.0144563974			1.11511961359483E-008	0.0046595919
213.833	0.000514	0.0099877582		0.109910162	0.0145253733			1.12412255290719E-008	0.0046972112
213.586	0.000516	0.0100266211		0.110210376	0.0145650486			1.13110816338264E-008	0.0047264009
213.346	0.000519	0.0100849154		0.110726574	0.0146332677			1.14024545120786E-008	0.0047645816
213.111	0.000522	0.0101432097		0.111243942	0.0147016414			1.14936711995005E-008	0.004802697
212.862	0.000524	0.0101820726		0.111539688	0.0147407262			1.15647170170276E-008	0.004832384
212.629	0.000526	0.0102209354		0.111842854	0.0147807917			1.16343131941321E-008	0.0048614651
212.392	0.000529	0.0102792297		0.112355368	0.0148485239			1.17267958066974E-008	0.0049001095
212.156	0.000531	0.0103180926		0.112654836	0.0148881006			1.17973342387013E-008	0.0049295844
211.918	0.000533	0.0103569555		0.112952294	0.0149274117			1.18683819887412E-008	0.0049592721
211.691	0.000535	0.0103958184		0.113254685	0.0149673747			1.19384788145798E-008	0.0049885625
211.456	0.000537	0.0104346812		0.113551872	0.01500665			0.000000012	0.005018347
211.217	0.000539	0.0104735441		0.113845963	0.0150455161			1.2081782841782E-008	0.0050484429
210.994	0.000541	0.010512407		0.114147754	0.0150853998			1.21522600364981E-008	0.0050778922
210.756	0.000543	0.0105512698		0.114440508	0.0151240892			1.22247485477828E-008	0.005108182
210.53	0.000545	0.0105901327		0.11473885	0.0151635172			1.22961321316097E-008	0.00513801
210.292	0.000547	0.0106289956		0.115029724	0.0152019581			1.23692060300339E-008	0.0051685443
210.066	0.000548	0.010648427		0.115116168	0.0152133823			1.24184967160104E-008	0.0051891407
209.839	0.00055	0.0106872899		0.11541145	0.0152524058			1.24908005478232E-008	0.0052193533
209.615	0.000551	0.0107067213		0.115497865	0.0152638261			1.25402699061751E-008	0.0052400244
209.389	0.000552	0.0107261528		0.115582728	0.0152750414			1.25901629807685E-008	0.0052608725
209.163	0.000553	0.0107455842		0.115667139	0.0152861968			1.26402425282612E-008	0.0052817985
208.936	0.000555	0.0107844471		0.11595948	0.0153248317			1.27135381630064E-008	0.0053124255
208.71	0.000557	0.01082331		0.11625147	0.0153634202			1.2787000407561E-008	0.0053431221
208.482	0.000558	0.0108427414		0.116332956	0.0153741891			1.28379910817027E-008	0.0053644289
208.255	0.000559	0.0108621728		0.116414545	0.0153849716			1.2889050743957E-008	0.0053857645
208.043	0.00056	0.0108816043		0.11650408	0.0153968043			1.29384368832716E-008	0.0054064008
207.816	0.000561	0.0109010357		0.116584776	0.0154074688			0.000000013	0.0054278936
207.6	0.000562	0.0109204671		0.1166712	0.0154188903			0.000000013	0.00544889
207.372	0.000564	0.01095933		0.116957808	0.0154567675			1.31153193992764E-008	0.0054803121
207.156	0.000567	0.0110176243		0.117457452	0.0155227989			1.32125920421459E-008	0.0055209581
206.94	0.00057	0.0110759186		0.1179558	0.0155886589			1.33102424445249E-008	0.0055617619
206.714	0.000574	0.0111536444		0.118653836	0.0156809091			1.34329720380361E-008	0.0056130451
206.497	0.000577	0.0112119387		0.119148769	0.0157463179			1.35315740960789E-008	0.0056542466
206.282	0.00058	0.011270233		0.11964356	0.0158117079			1.36302972384271E-008	0.0056954986
206.066	0.000583	0.0113285273		0.120136478	0.0158768503			1.37295363992923E-008	0.0057369663
205.851	0.000587	0.011406253		0.120834537	0.0159691035			1.38526269563915E-008	0.0057884004
205.635	0.000591	0.0114839788		0.121530285	0.0160610514			0.000000014	0.0058400939
205.416	0.000596	0.011581136		0.122427936	0.016179682			1.41246509264105E-008	0.0059020672
205.203	0.000601	0.0116782931		0.123327003	0.0162984998			1.42727303388211E-008	0.005963943
204.996	0.000607	0.0117948818		0.124432572	0.0164446083			1.44443471385651E-008	0.0060356541
204.782	0.000613	0.0119114704		0.125531366	0.0165898213			1.46176282909811E-008	0.0061080606
204.576	0.00062	0.0120474904		0.12683712	0.0167623856			1.48143405520209E-008	0.006190258
204.36	0.000626	0.012164079		0.12792936	0.0169067325			0.000000015	0.006263383
204.154	0.000633	0.0123000991		0.129229482	0.0170785525			1.51875570748215E-008	0.0063462086
203.935	0.00064	0.0124361192		0.1305184	0.0172488917			1.5388505337974E-008	0.006430176
203.73	0.000648	0.0125915706		0.13201704	0.0174469471			1.56122334078333E-008	0.0065236621
203.526	0.000656	0.0127470221		0.133513056	0.0176446558			1.58366764806039E-008	0.0066174469
203.311	0.000665	0.0129219051		0.135201815	0.0178678368			1.60879197913063E-008	0.0067224304
203.106	0.000674	0.013096788		0.136893444	0.018091397			1.6338583056111E-008	0.0068271715
202.899	0.000683	0.0132716709		0.138580017	0.0183142891			1.65905540784853E-008	0.0069324591
202.693	0.000693	0.0134659853		0.140466249	0.0185635674			1.68676947619977E-008	0.0070482639
202.489	0.000704	0.0136797311		0.142552256	0.0188392474			1.7169979946547E-008	0.0071745755
202.284	0.000715	0.0138934769		0.14463306	0.0191142397			1.74736235901181E-008	0.0073014548
202.077	0.000726	0.0141072227		0.146707902	0.0193884442			1.77788165661126E-008	0.0074289814
201.882	0.000738	0.0143403999		0.148988916	0.0196898957			1.81076113596303E-008	0.0075663702
201.675	0.000749	0.0145541457		0.151054575	0.0199628865			1.84152528572954E-008	0.00769492
201.47	0.000761	0.0147873229		0.15331867	0.020262102			1.87483858927004E-008	0.0078341216
201.252	0.000773	0.0150205002		0.155567796	0.0205593393			1.90853040855861E-008	0.0079749048
201.027	0.000787	0.0152925403		0.158208249	0.020908293			1.94744835464144E-008	0.0081375257
200.81	0.0008	0.0155451489		0.160648	0.0212307227			1.98389788623641E-008	0.0082898322
200.585	0.000813	0.0157977576		0.163075605	0.0215515471			2.02066184020982E-008	0.0084434525
200.36	0.000826	0.0160503663		0.16549736	0.0218715985			2.05758602373583E-008	0.0085977423
200.133	0.000839	0.016302975		0.167911587	0.022190655			2.09471310523553E-008	0.00875288
199.916	0.000852	0.0165555836		0.170328432	0.0225100574			2.13179032782756E-008	0.0089078093
199.69	0.000864	0.0167887609		0.17253216	0.022801295			2.16671160043673E-008	0.0090537299
199.472	0.000875	0.0170025067		0.174538	0.0230663804			0.000000022	0.0091890495
199.248	0.000886	0.0172162525		0.176533728	0.0233301294			2.23175121754996E-008	0.0093255017
199.032	0.000896	0.0174105668		0.178332672	0.023567872			2.26184164209794E-008	0.0094512362
198.818	0.000906	0.0176048812		0.180129108	0.0238052832			2.29201152056549E-008	0.0095773028
198.6	0.000914	0.0177603327		0.1815204	0.0239891519			2.31732905768375E-008	0.0096830936
198.374	0.000922	0.0179157842		0.182900828	0.0241715848			2.34294136544093E-008	0.0097901161
198.16	0.000929	0.0180518042		0.18409064	0.0243288265			2.36583104733105E-008	0.009885762
197.943	0.000934	0.0181489614		0.184878762	0.0244329822			2.38378224129788E-008	0.0099607721
197.728	0.000939	0.0182461186		0.185666592	0.0245370993			0.000000024	0.0100358848
197.521	0.000943	0.0183238443		0.186262303	0.0246158265			2.41704725594217E-008	0.0100997719
197.306	0.000947	0.0184015701		0.186848782	0.0246933337			2.43259267485637E-008	0.0101647293
197.089	0.00095	0.0184598644		0.18723455	0.0247443156			2.4456755023484E-008	0.0102193967
196.873	0.000951	0.0184792958		0.187226223	0.0247432151			2.45362505903748E-008	0.0102526144
196.669	0.000952	0.0184987272		0.187228888	0.0247435673			2.46130327352587E-008	0.0102846982
196.45	0.000952	0.0184987272		0.1870204	0.0247160142			2.46679399244972E-008	0.0103076415
196.246	0.000952	0.0184987272		0.186826192	0.0246903483			2.47192518013341E-008	0.0103290825
196.039	0.00095	0.0184598644		0.18623705	0.0246124892			2.47194411595503E-008	0.0103291616
195.824	0.000948	0.0184210015		0.185641152	0.0245337372			2.47215958601997E-008	0.0103300619
195.619	0.000945	0.0183627072		0.184859955	0.0244304967			2.46950403192684E-008	0.0103189656
195.414	0.000941	0.0182849814		0.183884574	0.0243015935			2.46421316989633E-008	0.0102968574
195.208	0.000936	0.0181878243		0.182714688	0.0241469852			2.45629556960479E-008	0.0102637732
195.001	0.00093	0.0180712356		0.18135093	0.0239667553			2.44573428431777E-008	0.0102196423
194.795	0.000924	0.017954647		0.17999058	0.0237869758			2.43509753353932E-008	0.010175196
194.589	0.000917	0.017818627		0.178438113	0.0235818068			2.4217692651631E-008	0.0101195031
194.387	0.000909	0.0176631755		0.176697783	0.0233518104			2.40563342062866E-008	0.0100520785
194.177	0.000901	0.017507724		0.174953477	0.0231212885			2.38962204941188E-008	0.0099851741
193.97	0.000892	0.0173328411		0.17302124	0.0228659303			2.37080439019497E-008	0.0099065434
193.779	0.000883	0.0171579581		0.171106857	0.0226129316			2.35151245189461E-008	0.0098259309
193.569	0.000873	0.0169636438		0.168985737	0.0223326112			2.32992869876053E-008	0.0097357419
193.366	0.000864	0.0167887609		0.167068224	0.0220791988			2.31075294712396E-008	0.009655615
193.171	0.000855	0.0166138779		0.165161205	0.0218271733			2.29130160129278E-008	0.0095743364
192.975	0.000847	0.0164584264		0.163449825	0.0216010029			2.27447575154917E-008	0.0095040286
192.769	0.000838	0.0162835435		0.161540422	0.0213486623			2.25511986045334E-008	0.0094231489
192.575	0.000829	0.0161086606		0.159644675	0.0210981265			2.23539727656008E-008	0.0093407369
192.377	0.00082	0.0159337777		0.15774914	0.0208476187			2.21568264815627E-008	0.0092583582
192.173	0.00081	0.0157394633		0.15566013	0.0205715418			2.19331131453826E-008	0.0091648783
191.979	0.0008	0.0155451489		0.1535832	0.0202970614			2.1706136846656E-008	0.0090700349
191.781	0.00079	0.0153508346		0.15150699	0.0200226762			2.1479092763299E-008	0.0089751633
191.586	0.000781	0.0151759517		0.149628666	0.019774443			2.12776418044926E-008	0.0088909858
191.393	0.000772	0.0150010687		0.147755396	0.0195268776			2.10748843757951E-008	0.0088062624
191.196	0.000763	0.0148261858		0.145882548	0.0192793681			2.0872137810745E-008	0.0087215436
191	0.000755	0.0146707343		0.144205	0.0190576687			2.06957046133604E-008	0.00864782
190.816	0.000747	0.0145152828		0.142539552	0.0188375685			2.0515921397334E-008	0.0085726965
190.62	0.00074	0.0143792628		0.1410588	0.0186418771			2.03654865065387E-008	0.0085098364
190.425	0.000734	0.0142626742		0.13977195	0.0184718111			2.02417534805035E-008	0.0084581339
190.239	0.000727	0.0141266541		0.138303753	0.0182777789			2.00879353536904E-008	0.0083938601
190.045	0.000722	0.0140294969		0.13721249	0.0181335611			0.00000002	0.0083531586
189.859	0.000717	0.0139323397		0.136128903	0.0179903577			1.9891007332958E-008	0.0083115726
189.654	0.000712	0.0138351826		0.135033648	0.0178456124			1.97950215971965E-008	0.0082714644
189.448	0.000707	0.0137380254		0.133939736	0.0177010445			1.96987815546083E-008	0.0082312499
189.232	0.000702	0.0136408682		0.132840864	0.0175558211			1.96041471274571E-008	0.0081917064
189.027	0.000699	0.0135825739		0.132129873	0.0174618588			1.95627314045535E-008	0.0081744006
188.819	0.000696	0.0135242796		0.131418024	0.0173677831			1.95217098287374E-008	0.0081572595
188.612	0.000693	0.0134659853		0.130708116	0.017273964			1.94802530499736E-008	0.0081399365
188.409	0.000691	0.0134271224		0.130190619	0.0172055732			1.94659121178594E-008	0.0081339441
188.195	0.00069	0.013407691		0.12985455	0.0171611594			1.94819726393186E-008	0.008140655
187.997	0.00069	0.013407691		0.12971793	0.0171431042			1.95230314000598E-008	0.0081578117
187.792	0.000689	0.0133882595		0.129388688	0.0170995926			1.95373225911749E-008	0.0081637833
187.587	0.00069	0.013407691		0.12943503	0.017105717			1.96084657887904E-008	0.0081935109
187.382	0.000692	0.0134465538		0.129668344	0.017136551			1.97083539980884E-008	0.0082352498
187.176	0.000694	0.0134854167		0.129900144	0.017167185			1.98088446627055E-008	0.0082772404
186.981	0.000696	0.0135242796		0.130138776	0.0171987218			1.99073881069896E-008	0.0083184174
186.773	0.000699	0.0135825739		0.130554327	0.0172536397			0.00000002	0.0083728905
186.576	0.000703	0.0136602996		0.131162928	0.0173340705			2.0194995884693E-008	0.0084385959
186.373	0.000708	0.0137574568		0.131952084	0.0174383628			2.03829606328333E-008	0.0085171381
186.175	0.000713	0.013854614		0.132742775	0.0175428579			2.0570592682448E-008	0.0085955412
185.972	0.00072	0.013990634		0.13389984	0.0176957719			2.08179218161749E-008	0.0086988891
185.776	0.000727	0.0141266541		0.135059152	0.0178489829			2.10646959776923E-008	0.0088020052
185.582	0.000735	0.0142821056		0.13640277	0.0180265511			2.13410428374576E-008	0.0089174783
185.386	0.000744	0.0144569885		0.137927184	0.0182280128			2.16480642218512E-008	0.009045769
185.191	0.000754	0.0146513029		0.139634014	0.0184535819			0.000000022	0.0091866679
184.994	0.000765	0.0148650487		0.14152041	0.0187028819			2.23535317468444E-008	0.0093405526
184.798	0.000776	0.0150787945		0.143403248	0.0189517118			2.27230794965387E-008	0.0094949703
184.604	0.000789	0.0153314031		0.145652556	0.0192489731			2.31523345332159E-008	0.009674337
184.409	0.000802	0.0155840118		0.147896018	0.0195454618			2.35836023086232E-008	0.0098545448
184.214	0.000817	0.0158754834		0.150502838	0.0198899707			2.40755817939868E-008	0.0100601212
184.018	0.000832	0.0161669549		0.153102976	0.0202335966			2.45698618051385E-008	0.010266659
183.833	0.000847	0.0164584264		0.155706551	0.0205776767			2.50631966216946E-008	0.0104728018
183.638	0.000864	0.0167887609		0.158663232	0.0209684221			2.56205609412085E-008	0.0107056997
183.453	0.000881	0.0171190953		0.161622093	0.0213594557			2.61773857078226E-008	0.0109383722
183.256	0.000898	0.0174494297		0.164563888	0.0217482338			2.67399093739615E-008	0.0111734259
183.073	0.000916	0.0177991955		0.167694868	0.0221620141			2.73304559477437E-008	0.0114201892
182.875	0.000935	0.0181683928		0.170988125	0.0225972403			0.000000028	0.0116823269
182.69	0.000954	0.0185375901		0.17428626	0.0230331112			2.85837248806773E-008	0.0119438749
182.507	0.000974	0.0189262188		0.177761818	0.0234924298			2.92415173275404E-008	0.0122187373
182.311	0.000995	0.019334279		0.181399445	0.0239731669			2.99362456762723E-008	0.0125090336
182.124	0.001015	0.0197229077		0.18485586	0.0244299556			3.06007225959485E-008	0.0127866891
181.94	0.001036	0.0201309679		0.18848984	0.0249102107			3.12970479065604E-008	0.0130776526
181.756	0.001057	0.020539028		0.192116092	0.0253894444			0.000000032	0.0133697688
181.57	0.001077	0.0209276568		0.19555089	0.0258433763			3.26683737919212E-008	0.0136506691
181.384	0.001097	0.0213162855		0.198978248	0.0262963249			3.33433074949176E-008	0.0139326941
181.2	0.001118	0.0217243456		0.2025816	0.0267725323			3.40506507999162E-008	0.0142282616
181.025	0.001137	0.0220935429		0.205825425	0.0272012258			3.4696315028961E-008	0.0144980561
180.84	0.001157	0.0224821717		0.20923188	0.0276514119			3.53789029748906E-008	0.0147832794
180.656	0.001175	0.0228319375		0.2122708	0.0280530258			0.000000036	0.0150438679
180.47	0.001193	0.0231817034		0.21530071	0.0284534489			3.66294507864584E-008	0.0153058281
180.296	0.00121	0.0235120378		0.21815816	0.0288310803			3.72231555309453E-008	0.015553911
180.11	0.001224	0.0237840779		0.22045464	0.0291345758			3.77316472289137E-008	0.0157663872
179.925	0.001239	0.0240755494		0.222927075	0.0294613248			3.82726279528146E-008	0.0159924392
179.729	0.001254	0.024367021		0.225380166	0.0297855174			3.88205085740591E-008	0.0162213742
179.527	0.001267	0.0246196296		0.227460709	0.0300604753			3.93112693789773E-008	0.0164264415
179.33	0.00128	0.0248722383		0.2295424	0.0303355849			3.98019246027851E-008	0.0166314646
179.134	0.001291	0.0250859841		0.231261994	0.0305628409			4.023186774561E-008	0.0168111188
178.937	0.0013	0.025260867		0.2326181	0.0307420595			4.06015906847036E-008	0.0169656097
178.752	0.001307	0.0253968871		0.233628864	0.0308756388			4.09047524025911E-008	0.0170922876
178.557	0.001314	0.0255329071		0.234623898	0.0310071393			4.12136998648288E-008	0.0172213831
178.362	0.001319	0.0256300643		0.235259478	0.0310911355			4.14610339733006E-008	0.0173247331
178.167	0.001323	0.0257077901		0.235714941	0.031151328			4.16778502113266E-008	0.017415331
177.982	0.001324	0.0257272215		0.235648168	0.0311425035			4.17961057916922E-008	0.0174647448
177.786	0.001324	0.0257272215		0.235388664	0.0311082083			4.18883127414697E-008	0.017503274
177.599	0.001322	0.0256883586		0.234785878	0.031028546			4.19131617104793E-008	0.0175136573
177.405	0.001318	0.0256106329		0.23381979	0.030900871			4.18777845772779E-008	0.0174988747
177.221	0.001313	0.0255134757		0.232691173	0.0307517166			4.18055903354355E-008	0.0174687079
177.025	0.001307	0.0253968871		0.231371675	0.030577336			4.17067531414338E-008	0.0174274082
176.841	0.001299	0.0252414356		0.229716459	0.0303585879			4.15377747477727E-008	0.0173567996
176.655	0.001291	0.0250859841		0.228061605	0.0301398878			4.13689381877174E-008	0.0172862503
176.47	0.001281	0.0248916697		0.22605807	0.029875107			4.11346075635934E-008	0.0171883339
176.285	0.00127	0.0246779239		0.22388195	0.029587518			4.08670228835353E-008	0.0170765221
176.098	0.001258	0.0244447467		0.221531284	0.0292768616			4.05668974271007E-008	0.0169511129
175.914	0.001245	0.024192138		0.21901293	0.028944044			4.02317147764705E-008	0.0168110549
175.732	0.001232	0.0239395294		0.216501824	0.0286121843			3.98941305314367E-008	0.0166699934
175.544	0.001217	0.0236480578		0.213637048	0.0282335847			3.94928611227065E-008	0.0165023206
175.358	0.001201	0.0233371548		0.210604958	0.0278328735			3.9056366746985E-008	0.0163199289
175.175	0.001185	0.0230262519		0.207582375	0.0274334186			3.86166057229687E-008	0.0161361723
174.99	0.001169	0.0227153489		0.20456331	0.0270344287			3.81757913943608E-008	0.0159519754
174.815	0.001153	0.0224044459		0.201561695	0.0266377449			3.7728706693663E-008	0.0157651585
174.626	0.001136	0.0220741115		0.198375136	0.0262166196			3.72529370995757E-008	0.0155663554
174.455	0.00112	0.0217632085		0.1953896	0.0258220607			3.68002848565478E-008	0.0153772121
174.27	0.001103	0.0214328741		0.19221981	0.0254031515			3.63186962500788E-008	0.0151759775
174.094	0.001086	0.0211025397		0.189066084	0.0249863652			3.58312713319816E-008	0.0149723042
173.908	0.001069	0.0207722053		0.185907652	0.024568957			3.53458625303009E-008	0.0147694733
173.733	0.001053	0.0204613023		0.182940849	0.0241768739			3.48870086615417E-008	0.0145777385
173.561	0.001038	0.0201698308		0.180156318	0.0238088792			3.44582379808007E-008	0.0143985742
173.374	0.001022	0.0198589278		0.177188228	0.023416626			0.000000034	0.014207229
173.201	0.001006	0.0195480248		0.174240206	0.0230270249			3.35349134973395E-008	0.0140127577
173.024	0.000991	0.0192565533		0.171466784	0.0226604984			3.31025125352955E-008	0.0138320765
172.85	0.000975	0.0189456503		0.16852875	0.0222722172			3.26336647714317E-008	0.0136361657
172.676	0.000961	0.0186736102		0.165941636	0.0219303126			3.22299348876005E-008	0.0134674649
172.499	0.000946	0.0183821386		0.163184054	0.0215658794			3.17920090136129E-008	0.013284475
172.323	0.000932	0.0181100985		0.160605036	0.0212250447			3.13855265331009E-008	0.013114624
172.151	0.000918	0.0178380584		0.158034618	0.0208853465			0.000000031	0.0129434486
171.975	0.000905	0.0175854497		0.155637375	0.0205685346			3.05997545553113E-008	0.0127862846
171.813	0.000892	0.0173328411		0.153257196	0.0202539778			3.02171021188229E-008	0.012626391
171.627	0.000879	0.0170802324		0.150860133	0.0199371897			2.98412940892976E-008	0.0124693575
171.442	0.000866	0.0168276237		0.148468772	0.0196211551			2.94634394359197E-008	0.0123114687
171.256	0.000854	0.0165944465		0.146252624	0.0193282761			2.91183175937884E-008	0.0121672576
171.071	0.000842	0.0163612693		0.144041782	0.0190360984			2.87712879364681E-008	0.0120222492
170.886	0.000831	0.0161475235		0.142006266	0.0187670911			2.84569306448381E-008	0.0118908932
170.702	0.000822	0.0159726405		0.140317044	0.018543849			2.82094486871351E-008	0.0117874814
170.515	0.000813	0.0157977576		0.138628695	0.0183207222			0.000000028	0.0116840065
170.332	0.000804	0.0156228747		0.136946928	0.0180984653			2.77117247754393E-008	0.0115795046
170.154	0.000797	0.0154868546		0.135612738	0.017922143			2.75279578986635E-008	0.0115027166
169.972	0.00079	0.0153508346		0.13427788	0.0177457325			2.73446470450403E-008	0.0114261191
169.784	0.000783	0.0152148145		0.132940872	0.0175690378			2.71624062222747E-008	0.0113499687
169.611	0.000778	0.0151176573		0.131957358	0.0174390598			0.000000027	0.0113005086
169.424	0.000774	0.0150399316		0.131134176	0.0173302707			0.000000027	0.0112672394
169.252	0.000769	0.0149427744		0.130154788	0.0172008379			2.68447102766358E-008	0.0112172176
169.067	0.000765	0.0148650487		0.129336255	0.0170926632			2.67635514328164E-008	0.0111833049
168.891	0.000762	0.0148067544		0.128694942	0.0170079094			2.67141867117952E-008	0.0111626776
168.704	0.000759	0.0147484601		0.128046336	0.0169221917			2.66680349783608E-008	0.0111433928
168.531	0.000756	0.0146901658		0.127409436	0.016838021			2.66171897133882E-008	0.0111221468
168.357	0.000755	0.0146707343		0.127109535	0.0167983871			2.66369561007788E-008	0.0111304063
168.18	0.000754	0.0146513029		0.12680772	0.0167585002			2.66576983664035E-008	0.0111390736
168.007	0.000754	0.0146513029		0.126677278	0.0167412614			2.67126265091246E-008	0.0111620256
167.831	0.000755	0.0146707343		0.126712405	0.0167459037			2.68041837874821E-008	0.0112002834
167.657	0.000756	0.0146901658		0.126748692	0.0167506992			2.68954251608227E-008	0.0112384091
167.482	0.000759	0.0147484601		0.127118838	0.0167996165			2.70586109924632E-008	0.0113065972
167.307	0.000762	0.0148067544		0.127487934	0.0168483951			2.72224210871884E-008	0.0113750462
167.132	0.000766	0.0148844801		0.128023112	0.0169191225			2.74226581102528E-008	0.0114587164
166.96	0.000771	0.0149816373		0.12872616	0.017012035			2.76585562070076E-008	0.0115572878
166.783	0.000777	0.0150982259		0.129590391	0.017126249			2.79329919341945E-008	0.0116719624
166.617	0.000784	0.015234246		0.130627728	0.0172633401			2.8240829026201E-008	0.0118005939
166.44	0.000791	0.015370266		0.13165404	0.0173989742			2.85536130146372E-008	0.0119312925
166.281	0.000799	0.0155257175		0.132858519	0.0175581543			2.88975832805385E-008	0.0120750225
166.103	0.000808	0.0157006004		0.134211224	0.0177369234			2.92857538709561E-008	0.0122372218
165.94	0.000819	0.0159143462		0.13590486	0.0179607489			2.97427917454463E-008	0.0124281977
165.764	0.000832	0.0161669549		0.137915648	0.0182264882			3.02790949784176E-008	0.0126522951
165.599	0.000846	0.016438995		0.140096754	0.0185147361			3.0849984009394E-008	0.0128908444
165.425	0.00086	0.0167110351		0.1422655	0.0188013506			3.14265107604167E-008	0.0131317495
165.26	0.000876	0.0170219381		0.14476776	0.0191320413			3.20751435959508E-008	0.0134027844
165.095	0.000893	0.0173522725		0.147429835	0.0194838525			3.27629966710126E-008	0.0136902078
164.929	0.000911	0.0177020384		0.150250319	0.0198565986			3.34907077486094E-008	0.0139942861
164.767	0.000931	0.0180906671		0.153398077	0.0202725962			3.42932947542691E-008	0.0143296517
164.602	0.000953	0.0185181587		0.156865706	0.0207308669			3.51740749786418E-008	0.0146976909
164.438	0.000977	0.0189845131		0.160655926	0.0212317702			3.61318494313198E-008	0.0150979025
164.262	0.001003	0.0194897305		0.164754786	0.0217734623			3.7172923703541E-008	0.0155329214
164.09	0.001032	0.0200532421		0.16934088	0.0223795457			3.83279390534962E-008	0.0160155512
163.903	0.001064	0.0206750481		0.174392792	0.0230471902			3.96066237240363E-008	0.016549857
163.729	0.001098	0.0213357169		0.179774442	0.0237584117			0.000000041	0.0171150253
163.553	0.001134	0.0220352486		0.185469102	0.0245109996			4.23931829406057E-008	0.0177142369
163.377	0.001174	0.0228125061		0.191804598	0.0253482784			0.000000044	0.018378611
163.204	0.001216	0.0236286264		0.198456064	0.0262273147			4.56532791755371E-008	0.019076487
163.03	0.001261	0.024503041		0.20558083	0.0271689009			4.74438615053259E-008	0.0198246922
162.855	0.001307	0.0253968871		0.212851485	0.0281297673			4.92803057674432E-008	0.0205920611
162.689	0.001357	0.0263684589		0.220768973	0.029176117			5.12700178078994E-008	0.0214234737
162.517	0.001409	0.0273788936		0.228986453	0.0302621127			5.33474173766283E-008	0.0222915272
162.339	0.001466	0.0284864854		0.237988974	0.0314518569			5.56273328577775E-008	0.0232442031
162.163	0.001526	0.0296523716		0.247460738	0.0327036148			0.000000058	0.0242480834
161.999	0.001591	0.030915415		0.257740409	0.034062143			6.06241290259557E-008	0.0253321433
161.825	0.00166	0.0322561841		0.2686295	0.0355012102			6.33894314686379E-008	0.0264876409
161.662	0.001732	0.0336552475		0.279998584	0.0370037118			6.62722923360211E-008	0.027692261
161.487	0.00181	0.0351708995		0.29229147	0.0386283			6.94070269388695E-008	0.029002128
161.322	0.001892	0.0367642772		0.305221224	0.0403370547			7.26999206669109E-008	0.0303780827
161.158	0.00198	0.0384742436		0.31909284	0.0421702828			7.62362371065755E-008	0.031855753
160.983	0.002073	0.0402813672		0.333717759	0.0441030651			0.00000008	0.0334245595
160.819	0.002171	0.0421856479		0.349138049	0.046140961			8.39431203611095E-008	0.0350761188
160.652	0.002276	0.0442259487		0.365643952	0.048322328			8.81860691516198E-008	0.0368490595
160.489	0.002387	0.0463828382		0.383087243	0.0506275772			9.26748468539934E-008	0.0387247213
160.326	0.002504	0.0486563162		0.401456304	0.0530551732			9.74151289397952E-008	0.0407054756
160.15	0.002629	0.0510852457		0.42103435	0.0556425447			1.02503029229641E-007	0.0428314842
159.987	0.00276	0.0536307638		0.44156412	0.0583556931			1.07830021666674E-007	0.0450573988
159.831	0.002898	0.056312302		0.463190238	0.0612137312			1.13442646025846E-007	0.0474026664
159.666	0.003044	0.0591492917		0.486023304	0.0642312757			1.19404242389332E-007	0.0498937539
159.503	0.003198	0.0621417329		0.510090594	0.0674119313			1.25701583217679E-007	0.0525251342
159.338	0.003359	0.0652701941		0.535216342	0.0707324693			1.32303483938654E-007	0.0552837767
159.172	0.003529	0.0685735383		0.561717988	0.0742348416			1.39289478341549E-007	0.0582029149
159.018	0.00371	0.0720906282		0.58995678	0.0779667894			1.46717303216644E-007	0.0613066745
158.854	0.0039	0.0757826011		0.6195306	0.0818751703			1.54549746499271E-007	0.0645795063
158.69	0.004099	0.0796494569		0.65047031	0.0859640628			1.62771662042142E-007	0.0680150813
158.536	0.004311	0.0837689214		0.683448696	0.0903223802			1.71522947102028E-007	0.0716718564
158.37	0.004533	0.0880827002		0.71789121	0.094874192			1.80734010455516E-007	0.0755207525
158.214	0.004768	0.0926490877		0.754364352	0.0996943651			1.90478703133177E-007	0.0795926288
158.051	0.005014	0.097429221		0.792467714	0.1047299828			2.00719623476859E-007	0.0838718566
157.888	0.005284	0.1026757088		0.834280192	0.1102557853			0.000000212	0.0885708852
157.72	0.005578	0.108388551		0.87976216	0.1162665358			2.24235811750362E-007	0.0936982321
157.547	0.00589	0.1144511591		0.92795183	0.1226351275			2.37298514338234E-007	0.099156558
157.382	0.006219	0.1208441016		0.978758658	0.1293495944			2.51079026914832E-007	0.1049148249
157.219	0.006567	0.1276062414		1.032457173	0.1364462173			2.65678834316072E-007	0.111015439
157.046	0.006935	0.1347570099		1.08911401	0.1439338026			2.81185361014941E-007	0.1174949309
156.878	0.007324	0.1423158386		1.148974472	0.1518447686			2.97594052642247E-007	0.1243513977
156.716	0.007734	0.1502827274		1.212041544	0.1601795098			3.1490350261236E-007	0.1315842516
156.551	0.008164	0.158638245		1.278082364	0.1689072521			3.33112786867555E-007	0.1391931064
156.386	0.008619	0.1674795484		1.347890934	0.178132928			3.52420479436994E-007	0.1472609375
156.22	0.009097	0.1767677749		1.42113334	0.1878124087			3.72756244656662E-007	0.1557583547
156.057	0.009602	0.1865806502		1.498459314	0.1980315606			3.94271326337314E-007	0.1647485562
