#Diameter(nm)	Abs	Normalised Abs		volume	Normalised			Nb	normalised
482.164	0.00022	0.004274916		0.10607608	0.0140186734			9.46309321592079E-010	0.0003954208
481.477	0.00022	0.004274916		0.10592494	0.0139986992			9.49011748976733E-010	0.0003965501
480.787	0.00022	0.004274916		0.10577314	0.0139786378			0.000000001	0.0003976891
480.098	0.00022	0.004274916		0.10562156	0.0139586055			0.000000001	0.0003988314
479.422	0.000221	0.0042943474		0.105952262	0.01400231			0.000000001	0.0004017749
478.743	0.000222	0.0043137788		0.106280946	0.0140457478			0.000000001	0.0004047385
478.061	0.000222	0.0043137788		0.106129542	0.0140257387			0.000000001	0.0004058941
477.396	0.000223	0.0043332103		0.106459308	0.0140693195			0.000000001	0.0004088592
476.725	0.000222	0.0043137788		0.10583295	0.0139865421			0.000000001	0.0004081723
476.057	0.000222	0.0043137788		0.105684654	0.0139669438			0.000000001	0.0004093186
475.388	0.000221	0.0042943474		0.105060748	0.0138844903			0.000000001	0.0004086225
474.731	0.000221	0.0042943474		0.104915551	0.0138653016			0.000000001	0.0004097543
474.074	0.000222	0.0043137788		0.105244428	0.0139087649			0.000000001	0.00041275
473.414	0.000222	0.0043137788		0.105097908	0.0138894013			0.000000001	0.0004139017
472.766	0.000223	0.0043332103		0.105426818	0.013932869			0.000000001	0.0004169066
472.109	0.000223	0.0043332103		0.105280307	0.0139135066			0.000000001	0.0004180678
471.459	0.000222	0.0043137788		0.104663898	0.0138320439			0.000000001	0.0004173415
470.813	0.000222	0.0043137788		0.104520486	0.0138130911			0.000000001	0.0004184875
470.174	0.000223	0.0043332103		0.104848802	0.0138564802			0.000000001	0.000421516
469.535	0.000223	0.0043332103		0.104706305	0.0138376483			0.000000001	0.0004226641
468.9	0.000224	0.0043526417		0.1050336	0.0138809026			0.000000001	0.0004257101
468.265	0.000225	0.0043720731		0.105359625	0.013923989			0.000000001	0.0004287711
467.636	0.000226	0.0043915046		0.105685736	0.0139670868			0.000000001	0.0004318361
466.997	0.000227	0.004410936		0.106008319	0.0140097183			0.000000001	0.0004349347
466.37	0.000229	0.0044497989		0.10679873	0.0141141765			1.05286883426407E-009	0.0004399473
465.752	0.00023	0.0044692303		0.10712296	0.0141570256			1.06027465246615E-009	0.0004430419
465.125	0.000232	0.0045080932		0.107909	0.0142609062			1.07237978538104E-009	0.0004481001
464.508	0.000234	0.0045469561		0.108694872	0.0143647645			1.08449976271512E-009	0.0004531645
463.89	0.000235	0.0045663875		0.10901415	0.0144069592			1.09203822666708E-009	0.0004563145
463.276	0.000237	0.0046052504		0.109796412	0.0145103405			1.10425339119782E-009	0.0004614187
462.658	0.000238	0.0046246818		0.110112604	0.0145521274			1.11187714897426E-009	0.0004646043
462.051	0.000238	0.0046246818		0.109968138	0.0145330352			1.11480043123668E-009	0.0004658258
461.443	0.000239	0.0046441132		0.110284877	0.0145748944			1.12243648876521E-009	0.0004690166
460.838	0.00024	0.0046635447		0.11060112	0.0146166881			1.13009427653421E-009	0.0004722164
460.242	0.00024	0.0046635447		0.11045808	0.0145977844			1.13302305006508E-009	0.0004734402
459.634	0.00024	0.0046635447		0.11031216	0.0145785001			1.13602253937819E-009	0.0004746936
459.038	0.000239	0.0046441132		0.109710082	0.0144989314			1.13422867714222E-009	0.000473944
458.441	0.000239	0.0046441132		0.109567399	0.0144800748			1.1371846754754E-009	0.0004751792
457.845	0.000239	0.0046441132		0.109424955	0.0144612499			1.14014726414697E-009	0.0004764171
457.26	0.000239	0.0046441132		0.10928514	0.0144427724			1.14306644713746E-009	0.0004776369
456.672	0.000238	0.0046246818		0.108687936	0.0143638478			1.14121688356315E-009	0.0004768641
456.085	0.000238	0.0046246818		0.10854823	0.0143453847			1.14415635932448E-009	0.0004780924
455.5	0.000238	0.0046246818		0.108409	0.0143269846			1.14709713334161E-009	0.0004793212
454.915	0.000239	0.0046441132		0.108724685	0.0143687045			1.1548813995036E-009	0.0004825739
454.34	0.000238	0.0046246818		0.10813292	0.0142904987			1.15296204213133E-009	0.0004817719
453.761	0.000237	0.0046052504		0.107541357	0.0142123197			1.1510495343032E-009	0.0004809727
453.184	0.000236	0.0045858189		0.106951424	0.014134356			1.14911333959746E-009	0.0004801637
452.611	0.000235	0.0045663875		0.106363585	0.0140566691			1.1471432475986E-009	0.0004793404
452.033	0.000234	0.0045469561		0.105775722	0.013978979			1.14518480108029E-009	0.0004785221
451.469	0.000234	0.0045469561		0.105643746	0.0139615375			1.14804784445615E-009	0.0004797184
450.904	0.000233	0.0045275246		0.105060632	0.013884475			1.14600825258969E-009	0.0004788662
450.338	0.000232	0.0045080932		0.104478416	0.0138075312			1.14395988499965E-009	0.0004780103
449.772	0.000232	0.0045080932		0.104347104	0.0137901775			1.14684085000022E-009	0.0004792141
449.218	0.000231	0.0044886618		0.103769358	0.0137138244			1.14471580722933E-009	0.0004783261
448.649	0.00023	0.0044692303		0.10318927	0.0136371618			1.14265316747968E-009	0.0004774642
448.096	0.000228	0.0044303674		0.102165888	0.013501915			1.13551457426597E-009	0.0004744813
447.54	0.000228	0.0044303674		0.10203912	0.0134851617			1.13833773321837E-009	0.000475661
446.996	0.000227	0.004410936		0.101468092	0.0134096965			1.13610529402757E-009	0.0004747282
446.44	0.000226	0.0043915046		0.10089544	0.0133340166			1.13391954257629E-009	0.0004738148
445.895	0.000225	0.0043720731		0.100326375	0.0132588108			1.13166351187402E-009	0.0004728721
445.35	0.000225	0.0043720731		0.10020375	0.0132426051			1.13443496800496E-009	0.0004740302
444.804	0.000225	0.0043720731		0.1000809	0.0132263697			1.13722173094931E-009	0.0004751947
444.259	0.000226	0.0043915046		0.100402534	0.0132688758			1.14508037021324E-009	0.0004784785
443.726	0.000226	0.0043915046		0.100282076	0.0132529564			1.14783294453928E-009	0.0004796286
443.179	0.000226	0.0043915046		0.100158454	0.0132366189			1.15066815151476E-009	0.0004808133
442.645	0.000227	0.004410936		0.100480415	0.0132791683			1.15854986615552E-009	0.0004841068
442.111	0.000228	0.0044303674		0.100801308	0.0133215765			1.16646632586459E-009	0.0004874147
441.586	0.000228	0.0044303674		0.100681608	0.0133057573			1.16924158983615E-009	0.0004885744
441.049	0.000228	0.0044303674		0.100559172	0.0132895766			1.17209054754206E-009	0.0004897648
440.527	0.000228	0.0044303674		0.100440156	0.0132738478			1.17486991751862E-009	0.0004909262
439.992	0.000228	0.0044303674		0.100318176	0.0132577273			1.17772877652486E-009	0.0004921208
439.468	0.000228	0.0044303674		0.100198704	0.0132419383			1.18053898248541E-009	0.000493295
438.944	0.000227	0.004410936		0.099640288	0.0131681398			1.17816908651837E-009	0.0004923048
438.429	0.000228	0.0044303674		0.099961812	0.0132106314			1.18614095403735E-009	0.0004956359
437.906	0.000228	0.0044303674		0.099842568	0.0131948725			1.18897591025293E-009	0.0004968205
437.389	0.000227	0.004410936		0.099287303	0.0131214904			1.18656120234923E-009	0.0004958115
436.877	0.000227	0.004410936		0.099171079	0.0131061306			1.18934402372978E-009	0.0004969743
436.362	0.000227	0.004410936		0.099054174	0.0130906809			1.19215303835324E-009	0.000498148
435.847	0.000227	0.004410936		0.098937269	0.0130752311			1.19497201631507E-009	0.000499326
435.344	0.000227	0.004410936		0.098823088	0.0130601413			1.19773497234673E-009	0.0005004805
434.83	0.000227	0.004410936		0.09870641	0.0130447215			1.20056826185496E-009	0.0005016644
434.324	0.000228	0.0044303674		0.099025872	0.0130869406			1.20866846221969E-009	0.0005050491
433.82	0.000228	0.0044303674		0.09891096	0.0130717542			1.2114784883259E-009	0.0005062233
433.319	0.000227	0.004410936		0.098363413	0.0129993921			1.20895571539268E-009	0.0005051691
432.813	0.000227	0.004410936		0.098248551	0.0129842123			1.21178413865401E-009	0.000506351
432.32	0.000226	0.0043915046		0.09770432	0.0129122885			1.20919901424555E-009	0.0005052708
431.819	0.000225	0.0043720731		0.097159275	0.0128402571			1.20664362689738E-009	0.000504203
431.321	0.000225	0.0043720731		0.097047225	0.0128254489			1.20943159886461E-009	0.000505368
430.828	0.000224	0.0043526417		0.096505472	0.0127538526			1.20681354698434E-009	0.000504274
430.335	0.000224	0.0043526417		0.09639504	0.0127392583			1.20958022818345E-009	0.0005054301
429.841	0.000224	0.0043526417		0.096284384	0.0127246343			1.21236207539461E-009	0.0005065925
429.355	0.000224	0.0043526417		0.09617552	0.0127102472			1.21510824786198E-009	0.00050774
428.865	0.000226	0.0043915046		0.09692349	0.0128090965			1.22876046604084E-009	0.0005134447
428.38	0.000227	0.004410936		0.09724226	0.0128512241			1.23699368979112E-009	0.000516885
427.897	0.000229	0.0044497989		0.097988413	0.0129498333			1.25071108517209E-009	0.0005226169
427.42	0.000231	0.0044886618		0.09873402	0.0130483703			1.26445186096124E-009	0.0005283585
426.931	0.000232	0.0045080932		0.099047992	0.0130898639			1.27283645004734E-009	0.0005318621
426.459	0.000233	0.0045275246		0.099364947	0.0131317516			1.28115404645543E-009	0.0005353376
425.976	0.000234	0.0045469561		0.099678384	0.0131731744			1.28957200084573E-009	0.0005388551
425.502	0.000234	0.0045469561		0.099567468	0.0131585161			1.29244671162027E-009	0.0005400563
425.03	0.000235	0.0045663875		0.09988205	0.0132000903			1.30085440576822E-009	0.0005435695
424.557	0.000235	0.0045663875		0.099770895	0.0131854004			1.30375459061903E-009	0.0005447814
424.084	0.000235	0.0045663875		0.09965974	0.0131707105			1.30666448500122E-009	0.0005459973
423.609	0.000235	0.0045663875		0.099548115	0.0131559585			1.30959649830527E-009	0.0005472225
423.144	0.000234	0.0045469561		0.099015696	0.0130855957			1.30689134890717E-009	0.0005460921
422.675	0.000234	0.0045469561		0.09890595	0.0130710921			1.30979321013485E-009	0.0005473047
422.212	0.000233	0.0045275246		0.098375396	0.0130009757			1.30705774817968E-009	0.0005461616
421.749	0.000232	0.0045080932		0.097845768	0.0129309818			1.30430711048079E-009	0.0005450123
421.288	0.000231	0.0044886618		0.097317528	0.0128611713			1.30152885903256E-009	0.0005438514
420.822	0.00023	0.0044692303		0.09678906	0.0127913307			1.29876615865792E-009	0.000542697
420.358	0.000229	0.0044497989		0.096261982	0.0127216737			1.29597566949684E-009	0.0005415309
419.909	0.000228	0.0044303674		0.095739252	0.0126525914			1.29307727958775E-009	0.0005403198
419.454	0.000228	0.0044303674		0.095635512	0.0126388815			1.29588411545876E-009	0.0005414927
418.991	0.000228	0.0044303674		0.095529948	0.0126249305			1.29874969420882E-009	0.0005426901
418.542	0.000229	0.0044497989		0.095846118	0.0126667145			1.30724621135508E-009	0.0005462404
418.087	0.000229	0.0044497989		0.095741923	0.0126529444			1.31009308620201E-009	0.00054743
417.647	0.00023	0.0044692303		0.09605881	0.0126948232			1.3185879532622E-009	0.0005509796
417.191	0.00023	0.0044692303		0.09595393	0.0126809626			1.32147202655936E-009	0.0005521847
416.741	0.00023	0.0044692303		0.09585043	0.0126672844			1.3243274378214E-009	0.0005533779
416.297	0.00023	0.0044692303		0.09574831	0.0126537885			1.32715385716972E-009	0.0005545589
415.856	0.00023	0.0044692303		0.09564688	0.0126403838			1.3299701454149E-009	0.0005557357
415.414	0.00023	0.0044692303		0.09554522	0.0126269488			1.3328018243589E-009	0.000556919
414.973	0.00023	0.0044692303		0.09544379	0.0126135441			1.33563611921471E-009	0.0005581033
414.529	0.00023	0.0044692303		0.09534167	0.0126000483			1.33849883824598E-009	0.0005592995
414.089	0.000231	0.0044886618		0.095654559	0.0126413987			1.34717679045585E-009	0.0005629256
413.654	0.000231	0.0044886618		0.095554074	0.0126281189			1.35001167195195E-009	0.0005641102
413.214	0.000232	0.0045080932		0.095865648	0.0126692955			1.35874491021E-009	0.0005677594
412.779	0.000233	0.0045275246		0.096177507	0.0127105098			1.36747920824121E-009	0.0005714091
412.349	0.000233	0.0045275246		0.096077317	0.012697269			1.37033272627023E-009	0.0005726015
411.918	0.000233	0.0045275246		0.095976894	0.0126839974			1.37320185260962E-009	0.0005738003
411.486	0.000233	0.0045275246		0.095876238	0.0126706951			1.37608668756897E-009	0.0005750058
411.057	0.000233	0.0045275246		0.095776281	0.0126574851			1.37896049457879E-009	0.0005762066
410.632	0.000233	0.0045275246		0.095677256	0.0126443982			1.3818163922798E-009	0.0005774
410.199	0.000234	0.0045469561		0.095986566	0.0126852757			1.39067825134263E-009	0.000581103
409.778	0.000234	0.0045469561		0.095888052	0.0126722564			1.39353724474089E-009	0.0005822976
409.358	0.000234	0.0045469561		0.095789772	0.012659268			1.39639824119578E-009	0.0005834931
408.935	0.000234	0.0045469561		0.09569079	0.0126461869			1.39928858783855E-009	0.0005847008
408.513	0.000234	0.0045469561		0.095592042	0.0126331366			1.40218105285971E-009	0.0005859095
408.093	0.000234	0.0045469561		0.095493762	0.0126201483			1.40506872352142E-009	0.0005871161
407.67	0.000234	0.0045469561		0.09539478	0.0126070671			1.40798604594851E-009	0.0005883351
407.249	0.000234	0.0045469561		0.095296266	0.0125940478			1.41089860565467E-009	0.0005895522
406.837	0.000233	0.0045275246		0.094793021	0.0125275406			1.40771596066072E-009	0.0005882223
406.426	0.000233	0.0045275246		0.094697258	0.0125148849			1.4105645175992E-009	0.0005894125
406.005	0.000232	0.0045080932		0.09419316	0.0124482649			1.40742486968771E-009	0.0005881006
405.592	0.000232	0.0045080932		0.094097344	0.0124356022			1.41029259100733E-009	0.0005892989
405.182	0.000233	0.0045275246		0.094407406	0.012476579			1.41923931552643E-009	0.0005930374
404.768	0.000233	0.0045275246		0.094310944	0.0124638308			1.42214401925694E-009	0.0005942511
404.368	0.000233	0.0045275246		0.094217744	0.0124515138			1.42495897476328E-009	0.0005954274
403.957	0.000234	0.0045469561		0.094525938	0.0124922438			1.43398821092881E-009	0.0005992003
403.556	0.000234	0.0045469561		0.094432104	0.012479843			1.436839438348E-009	0.0006003917
403.145	0.000234	0.0045469561		0.09433593	0.0124671329			1.43977060223596E-009	0.0006016165
402.744	0.000234	0.0045469561		0.094242096	0.0124547321			1.44263910150825E-009	0.0006028151
402.241	0.000234	0.0045469561		0.094124394	0.012439177			1.44624938080349E-009	0.0006043237
401.645	0.000235	0.0045663875		0.094386575	0.012473826			1.45674364610625E-009	0.0006087088
401.037	0.000234	0.0045469561		0.093842658	0.0124019437			1.45494632453122E-009	0.0006079577
400.44	0.000233	0.0045275246		0.09330252	0.0123305608			1.45305152844507E-009	0.000607166
399.855	0.000232	0.0045080932		0.09276636	0.0122597036			1.45105182189359E-009	0.0006063304
399.257	0.000233	0.0045275246		0.093026881	0.0122941332			1.4616750796944E-009	0.0006107694
398.67	0.000232	0.0045080932		0.09249144	0.0122233711			1.45969080606617E-009	0.0006099403
398.085	0.000232	0.0045080932		0.09235572	0.0122054347			1.4639840929458E-009	0.0006117342
397.512	0.000232	0.0045080932		0.092222784	0.0121878663			1.46820770119605E-009	0.0006134991
396.925	0.000232	0.0045080932		0.0920866	0.0121698687			1.472553485378E-009	0.000615315
396.348	0.000232	0.0045080932		0.091952736	0.0121521777			1.47684406752984E-009	0.0006171078
395.771	0.000233	0.0045275246		0.092214643	0.0121867905			1.48753771127725E-009	0.0006215762
395.194	0.000234	0.0045469561		0.092475396	0.0122212507			1.49828755686258E-009	0.0006260681
394.632	0.000234	0.0045469561		0.092343888	0.0122038711			1.50255805284218E-009	0.0006278526
394.065	0.000234	0.0045469561		0.09221121	0.0121863368			1.50688507163314E-009	0.0006296607
393.499	0.000233	0.0045275246		0.091685267	0.0121168298			1.50476490911543E-009	0.0006287747
392.93	0.000233	0.0045275246		0.09155269	0.0120993089			1.50912614990093E-009	0.0006305971
392.378	0.000232	0.0045080932		0.091031696	0.012030456			1.50688006150408E-009	0.0006296586
391.814	0.000231	0.0044886618		0.090509034	0.0119613827			1.50470748130267E-009	0.0006287507
391.257	0.000231	0.0044886618		0.090380367	0.0119443784			1.50899478427423E-009	0.0006305422
390.711	0.000232	0.0045080932		0.090644952	0.0119793451			1.51976594299628E-009	0.000635043
390.156	0.000232	0.0045080932		0.090516192	0.0119623286			1.52409277646705E-009	0.000636851
389.613	0.000232	0.0045080932		0.090390216	0.0119456801			1.52834396456671E-009	0.0006386274
389.056	0.000232	0.0045080932		0.090260992	0.0119286022			1.53272326713462E-009	0.0006404573
388.522	0.000232	0.0045080932		0.090137104	0.0119122296			1.53693943351037E-009	0.000642219
387.979	0.000232	0.0045080932		0.090011128	0.011895581			1.54124452280433E-009	0.0006440179
387.432	0.000232	0.0045080932		0.089884224	0.0118788098			1.54559964006945E-009	0.0006458378
386.897	0.000232	0.0045080932		0.089760104	0.0118624065			1.54987709645679E-009	0.0006476251
386.36	0.000232	0.0045080932		0.08963552	0.0118459419			1.55418842472403E-009	0.0006494266
385.828	0.000232	0.0045080932		0.089512096	0.0118296305			1.55847737357767E-009	0.0006512188
385.302	0.000232	0.0045080932		0.089390064	0.0118135032			1.56273542908146E-009	0.000652998
384.769	0.000232	0.0045080932		0.089266408	0.0117971612			1.56706797612143E-009	0.0006548084
384.243	0.000232	0.0045080932		0.089144376	0.0117810338			1.57136131103093E-009	0.0006566024
383.72	0.000232	0.0045080932		0.08902304	0.0117649985			1.57564767622557E-009	0.0006583935
383.195	0.000233	0.0045275246		0.089284435	0.0117995436			1.58677830367332E-009	0.0006630445
382.681	0.000232	0.0045080932		0.088781992	0.0117331423			1.58421523166285E-009	0.0006619735
382.167	0.000231	0.0044886618		0.088280577	0.011666877			1.58163262072746E-009	0.0006608943
381.643	0.000231	0.0044886618		0.088159533	0.0116508802			1.58597880002149E-009	0.0006627104
381.139	0.000232	0.0045080932		0.088424248	0.011685864			1.59705989730715E-009	0.0006673407
380.623	0.000233	0.0045275246		0.088685159	0.0117203452			1.6082955677868E-009	0.0006720356
380.111	0.000234	0.0045469561		0.088945974	0.0117548137			1.6195523172577E-009	0.0006767393
379.607	0.000234	0.0045469561		0.088828038	0.0117392276			1.62385569540315E-009	0.0006785375
379.102	0.000234	0.0045469561		0.088709868	0.0117236107			1.62818483804364E-009	0.0006803465
378.599	0.000233	0.0045275246		0.088213567	0.0116580211			1.62553751187319E-009	0.0006792403
378.093	0.000232	0.0045080932		0.087717576	0.0115924726			1.62289607923933E-009	0.0006781365
377.6	0.000233	0.0045275246		0.0879808	0.0116272594			1.63415011850043E-009	0.0006828391
377.096	0.000234	0.0045469561		0.088240464	0.0116615757			1.64555349780969E-009	0.0006876041
376.601	0.000234	0.0045469561		0.088124634	0.011646268			1.64988213367788E-009	0.0006894128
376.108	0.000233	0.0045275246		0.087633164	0.0115813169			1.64714100401741E-009	0.0006882674
375.616	0.000233	0.0045275246		0.087518528	0.011566167			1.65145883989336E-009	0.0006900716
375.132	0.000233	0.0045275246		0.087405756	0.0115512634			1.65572305470767E-009	0.0006918535
374.637	0.000233	0.0045275246		0.087290421	0.0115360211			1.66010128943048E-009	0.0006936829
374.156	0.000234	0.0045469561		0.087552504	0.0115706572			1.67151558174236E-009	0.0006984525
373.672	0.000234	0.0045469561		0.087439248	0.0115556896			1.67584845913436E-009	0.000700263
373.188	0.000234	0.0045469561		0.087325992	0.0115407221			1.68019820581694E-009	0.0007020805
372.705	0.000234	0.0045469561		0.08721297	0.0115257854			1.68455586981719E-009	0.0007039014
372.232	0.000235	0.0045663875		0.08747452	0.0115603511			1.69605702754665E-009	0.0007087072
371.749	0.000236	0.0045858189		0.087732764	0.0115944797			1.70770317185598E-009	0.0007135737
371.276	0.000236	0.0045858189		0.087621136	0.0115797274			1.71205711946823E-009	0.000715393
370.802	0.000235	0.0045663875		0.08713847	0.0115159398			1.70916395933032E-009	0.0007141841
370.329	0.000235	0.0045663875		0.087027315	0.0115012499			1.7135327818439E-009	0.0007160096
369.866	0.000234	0.0045469561		0.086548644	0.0114379903			1.71051558810591E-009	0.0007147488
369.394	0.000234	0.0045469561		0.086438196	0.0114233938			1.71488966656576E-009	0.0007165766
368.932	0.000233	0.0045275246		0.085961156	0.0113603497			1.71184038808826E-009	0.0007153024
368.468	0.000233	0.0045275246		0.085853044	0.011346062			1.71615443465179E-009	0.0007171051
368.006	0.000233	0.0045275246		0.085745398	0.0113318359			1.72046610910714E-009	0.0007189067
367.542	0.000232	0.0045080932		0.085269744	0.011268975			1.71741019403248E-009	0.0007176298
367.089	0.000233	0.0045275246		0.085531737	0.0113035991			1.72907240324157E-009	0.0007225029
366.627	0.000233	0.0045275246		0.085424091	0.011289373			1.73343288279469E-009	0.000724325
366.175	0.000233	0.0045275246		0.085318775	0.0112754547			1.73771496234437E-009	0.0007261143
365.722	0.000234	0.0045469561		0.085578948	0.0113098384			1.74949894614103E-009	0.0007310383
365.269	0.000234	0.0045469561		0.085472946	0.0112958295			1.75384103079071E-009	0.0007328526
364.816	0.000235	0.0045663875		0.08573176	0.0113300335			1.76571297268916E-009	0.0007378134
364.364	0.000235	0.0045663875		0.08562554	0.0113159958			1.77009648639335E-009	0.0007396451
363.923	0.000235	0.0045663875		0.085521905	0.0113022997			1.77438907313074E-009	0.0007414387
363.48	0.000235	0.0045663875		0.0854178	0.0112885416			1.77871686762141E-009	0.0007432471
363.039	0.000236	0.0045858189		0.085677204	0.0113228236			1.79062827696515E-009	0.0007482244
362.596	0.000236	0.0045858189		0.085572656	0.0113090068			1.79500633353746E-009	0.0007500538
362.154	0.000236	0.0045858189		0.085468344	0.0112952213			1.7993905289768E-009	0.0007518857
361.713	0.000234	0.0045469561		0.084640842	0.0111858613			1.78849455442421E-009	0.0007473328
361.279	0.000234	0.0045469561		0.084539286	0.01117244			1.79279412821811E-009	0.0007491294
360.838	0.000233	0.0045275246		0.084075254	0.011111115			1.78949869907563E-009	0.0007477524
360.406	0.000233	0.0045275246		0.083974598	0.0110978126			1.79379122890891E-009	0.000749546
359.975	0.000232	0.0045080932		0.0835142	0.0110369679			1.79037211094919E-009	0.0007481174
359.543	0.000232	0.0045080932		0.083413976	0.0110237226			1.79467705030962E-009	0.0007499162
359.112	0.000232	0.0045080932		0.083313984	0.011010508			1.79898751602961E-009	0.0007517173
358.689	0.000232	0.0045080932		0.083215848	0.0109975387			1.80323309046428E-009	0.0007534914
358.256	0.000231	0.0044886618		0.082757136	0.0109369168			1.7998032622993E-009	0.0007520582
357.835	0.000231	0.0044886618		0.082659885	0.0109240644			1.80404076230961E-009	0.0007538289
357.413	0.00023	0.0044692303		0.08220499	0.0108639469			1.80047521097522E-009	0.000752339
356.993	0.00023	0.0044692303		0.08210839	0.0108511806			1.80471419840982E-009	0.0007541103
356.571	0.00023	0.0044692303		0.08201133	0.0108383534			1.80898846670618E-009	0.0007558963
356.148	0.00023	0.0044692303		0.08191404	0.0108254959			1.81328812044531E-009	0.0007576929
355.728	0.00023	0.0044692303		0.08181744	0.0108127296			1.81757246467079E-009	0.0007594832
355.316	0.000231	0.0044886618		0.082077996	0.0108471638			1.82971079847374E-009	0.0007645552
354.903	0.000231	0.0044886618		0.081982593	0.0108345557			1.8339717387646E-009	0.0007663357
354.482	0.00023	0.0044692303		0.08153086	0.0107748561			1.83037241208386E-009	0.0007648317
354.07	0.000231	0.0044886618		0.08179017	0.0108091256			1.84261124802701E-009	0.0007699458
353.671	0.000231	0.0044886618		0.081698001	0.0107969449			1.8467711401486E-009	0.000771684
353.258	0.000232	0.0045080932		0.081955856	0.0108310222			1.85910523277275E-009	0.0007768379
352.846	0.000233	0.0045275246		0.082213118	0.0108650211			1.87148143845035E-009	0.0007820094
352.445	0.000233	0.0045275246		0.082119685	0.0108526733			1.87574247766572E-009	0.0007837899
352.036	0.000233	0.0045275246		0.082024388	0.0108400791			1.88010353353751E-009	0.0007856121
351.633	0.000233	0.0045275246		0.081930489	0.0108276698			1.88441550599992E-009	0.0007874139
351.235	0.000233	0.0045275246		0.081837755	0.0108154143			1.88868855566227E-009	0.0007891994
350.831	0.000234	0.0045469561		0.082094454	0.0108493388			1.90116554393724E-009	0.000794413
350.432	0.000236	0.0045858189		0.082701952	0.0109296238			1.92178362433513E-009	0.0008030284
350.04	0.000236	0.0045858189		0.08260944	0.0109173977			1.92609033786772E-009	0.000804828
349.638	0.000237	0.0046052504		0.082864206	0.0109510668			1.93870214750116E-009	0.0008100979
349.25	0.000237	0.0046052504		0.08277225	0.0109389142			1.94301215048711E-009	0.0008118989
348.848	0.000236	0.0045858189		0.082328128	0.0108802204			1.93927557718421E-009	0.0008103375
348.456	0.000236	0.0045858189		0.082235616	0.0108679944			1.94364125676694E-009	0.0008121618
348.066	0.000235	0.0045663875		0.08179551	0.0108098314			1.93974507382712E-009	0.0008105337
347.675	0.000234	0.0045469561		0.08135595	0.0107517405			1.93583764369594E-009	0.000808901
347.294	0.000233	0.0045275246		0.080919502	0.010694061			1.93179643552993E-009	0.0008072123
346.902	0.000233	0.0045275246		0.080828166	0.0106819903			1.9361647704361E-009	0.0008090377
346.513	0.000233	0.0045275246		0.080737529	0.010670012			1.94051433800701E-009	0.0008108551
346.132	0.000233	0.0045275246		0.080648756	0.01065828			1.94478867767907E-009	0.0008126412
345.75	0.000232	0.0045080932		0.080214	0.0106008241			1.9407232435592E-009	0.0008109424
345.37	0.000233	0.0045275246		0.08047121	0.0106348161			0.000000002	0.0008162311
344.991	0.000234	0.0045469561		0.080727894	0.0106687387			0.000000002	0.0008215363
344.61	0.000234	0.0045469561		0.08063874	0.0106569564			0.000000002	0.0008233539
344.229	0.000233	0.0045275246		0.080205357	0.0105996819			0.000000002	0.0008216511
343.849	0.000232	0.0045080932		0.079772968	0.0105425387			0.000000002	0.000819934
343.481	0.000231	0.0044886618		0.079344111	0.0104858624			0.000000002	0.0008181501
343.098	0.00023	0.0044692303		0.07891254	0.0104288273			0.000000002	0.000816428
342.729	0.00023	0.0044692303		0.07882767	0.0104176112			0.000000002	0.000818187
342.358	0.00023	0.0044692303		0.07874234	0.0104063342			0.000000002	0.0008199612
341.988	0.00023	0.0044692303		0.07865724	0.0103950877			0.000000002	0.0008217364
341.617	0.00023	0.0044692303		0.07857191	0.0103838108			0.000000002	0.0008235222
341.248	0.000231	0.0044886618		0.078828288	0.0104176929			0.000000002	0.0008288924
340.878	0.000231	0.0044886618		0.078742818	0.0104063974			0.000000002	0.0008306928
340.519	0.000231	0.0044886618		0.078659889	0.0103954378			0.000000002	0.0008324453
340.146	0.000231	0.0044886618		0.078573726	0.0103840508			0.000000002	0.000834272
339.787	0.000231	0.0044886618		0.078490797	0.0103730911			0.000000002	0.0008360358
339.428	0.000231	0.0044886618		0.078407868	0.0103621315			0.000000002	0.0008378052
339.057	0.000232	0.0045080932		0.078661224	0.0103956142			0.000000002	0.0008432745
338.698	0.000232	0.0045080932		0.078577936	0.0103846071			0.000000002	0.0008450631
338.347	0.000232	0.0045080932		0.078496504	0.0103738454			0.000000002	0.0008468174
337.989	0.000233	0.0045275246		0.078751437	0.0104075365			0.000000002	0.00085227
337.629	0.000233	0.0045275246		0.078667557	0.0103964512			0.000000002	0.0008540885
337.269	0.000234	0.0045469561		0.078920946	0.0104299382			2.05713601459306E-009	0.0008595862
336.919	0.000234	0.0045469561		0.078839046	0.0104191146			2.06141224467205E-009	0.000861373
336.567	0.000234	0.0045469561		0.078756678	0.0104082291			2.06572637264636E-009	0.0008631757
336.208	0.000234	0.0045469561		0.078672672	0.0103971271			2.07014025751857E-009	0.0008650201
335.857	0.000234	0.0045469561		0.078590538	0.0103862726			2.07446947454116E-009	0.0008668291
335.508	0.000234	0.0045469561		0.078508872	0.0103754799			2.07878750212127E-009	0.0008686334
335.159	0.000234	0.0045469561		0.078427206	0.0103646871			2.08311902576835E-009	0.0008704433
334.809	0.000234	0.0045469561		0.078345306	0.0103538635			2.08747657138434E-009	0.0008722642
334.468	0.000233	0.0045275246		0.077931044	0.010299116			2.08279618973098E-009	0.0008703084
334.121	0.000233	0.0045275246		0.077850193	0.010288431			2.08712459514175E-009	0.0008721171
