#Diameter(nm)	Absorption	normalised		volume	Normalised			Nb	normalised
229.518	0.000247	0.0026726106		0.056690946	0.0041717076			4.68881882010682E-009	0.0010933997
229.277	0.000248	0.0026834309		0.056860696	0.004184199			4.71770412014215E-009	0.0011001356
229.037	0.000249	0.0026942512		0.057030213	0.0041966732			4.74665922874341E-009	0.0011068877
228.791	0.000249	0.0026942512		0.056968959	0.0041921657			4.75687209484435E-009	0.0011092693
228.551	0.000249	0.0026942512		0.056909199	0.0041877681			4.76686766451781E-009	0.0011116002
228.31	0.000249	0.0026942512		0.05684919	0.0041833523			4.776936618498E-009	0.0011139482
228.077	0.00025	0.0027050715		0.05701925	0.0041958665			4.8059253972976E-009	0.0011207081
227.833	0.00025	0.0027050715		0.05695825	0.0041913777			4.8162248159528E-009	0.0011231099
227.593	0.00025	0.0027050715		0.05689825	0.0041869624			4.82638772438141E-009	0.0011254798
227.361	0.000251	0.0027158918		0.057067611	0.0041994252			4.85558744718352E-009	0.001132289
227.127	0.000252	0.002726712		0.057236004	0.0042118167			4.88498249315002E-009	0.0011391437
226.887	0.000252	0.002726712		0.057175524	0.0042073662			4.89532258205536E-009	0.0011415549
226.657	0.000252	0.002726712		0.057117564	0.0042031011			4.9052626717873E-009	0.0011438729
226.42	0.000252	0.002726712		0.05705784	0.0041987062			4.91553699108948E-009	0.0011462688
226.192	0.000252	0.002726712		0.057000384	0.0041944782			4.92545164133661E-009	0.0011485808
225.951	0.000252	0.002726712		0.056939652	0.0041900091			4.93596424710029E-009	0.0011510323
225.717	0.000253	0.0027375323		0.057106401	0.0042022796			0.000000005	0.0011579971
225.497	0.000253	0.0027375323		0.057050741	0.0041981838			0.000000005	0.0011602578
225.263	0.000253	0.0027375323		0.056991539	0.0041938273			0.000000005	0.0011626695
225.034	0.000254	0.0027483526		0.057158636	0.0042061234			0.000000005	0.001169642
224.8	0.000254	0.0027483526		0.0570992	0.0042017497			0.000000005	0.0011720782
224.576	0.000255	0.0027591729		0.05726688	0.0042140888			5.0560748666398E-009	0.0011790412
224.347	0.000256	0.0027699932		0.057432832	0.0042263006			5.08627025546976E-009	0.0011860826
224.116	0.000257	0.0027808135		0.057597812	0.004238441			5.11666988300403E-009	0.0011931716
223.89	0.000257	0.0027808135		0.05753973	0.0042341669			5.12700487810176E-009	0.0011955816
223.671	0.000257	0.0027808135		0.057483447	0.0042300252			5.13704966487589E-009	0.001197924
223.441	0.000257	0.0027808135		0.057424337	0.0042256755			5.1476307983753E-009	0.0012003914
223.216	0.000258	0.0027916338		0.057589728	0.0042378461			5.1780836643295E-009	0.0012074928
222.996	0.000259	0.002802454		0.057755964	0.0042500789			5.20841544631546E-009	0.001214566
222.765	0.000261	0.0028240946		0.058141665	0.0042784614			5.25952583896454E-009	0.0012264846
222.511	0.000262	0.0028349149		0.058297882	0.0042899569			5.2917378372021E-009	0.0012339962
222.269	0.000264	0.0028565555		0.058679016	0.0043180034			5.34375004444839E-009	0.0012461251
222.018	0.000265	0.0028673758		0.05883477	0.0043294648			5.37612678055565E-009	0.0012536751
221.777	0.000265	0.0028673758		0.058770905	0.0043247652			5.38781735738617E-009	0.0012564013
221.533	0.000266	0.002878196		0.058927778	0.004336309			5.4200685479252E-009	0.001263922
221.292	0.000267	0.0028890163		0.059084964	0.0043478758			5.45230112656166E-009	0.0012714384
221.051	0.000267	0.0028890163		0.059020617	0.0043431407			5.46419630790632E-009	0.0012742123
220.807	0.000268	0.0028998366		0.059176276	0.0043545952			5.49678967240383E-009	0.0012818129
220.567	0.00027	0.0029214772		0.05955309	0.0043823237			5.54986848324651E-009	0.0012941905
220.324	0.000271	0.0029322975		0.059707804	0.0043937086			5.58271780368847E-009	0.0013018507
220.092	0.000272	0.0029431178		0.059865024	0.004405278			5.61513743202951E-009	0.0013094107
219.85	0.000275	0.0029755786		0.06045875	0.0044489684			5.68957404693557E-009	0.0013267688
219.609	0.000276	0.0029863989		0.060612084	0.0044602518			5.72280322642965E-009	0.0013345176
219.376	0.000277	0.0029972192		0.060767152	0.0044716627			5.75574496256137E-009	0.0013421994
219.144	0.000278	0.0030080395		0.060922032	0.0044830599			5.7887611022291E-009	0.0013498985
218.901	0.000279	0.0030188598		0.061073379	0.004494197			5.82248947524877E-009	0.0013577638
218.673	0.000281	0.0030405003		0.061447113	0.0045216989			5.87646283232895E-009	0.00137035
218.437	0.000281	0.0030405003		0.061380797	0.0045168189			5.88916758843102E-009	0.0013733126
218.207	0.000281	0.0030405003		0.061316167	0.004512063			5.90158902680676E-009	0.0013762092
217.974	0.000282	0.0030513206		0.061468668	0.0045232851			5.93525961810444E-009	0.001384061
217.742	0.000283	0.0030621409		0.061620986	0.0045344937			0.000000006	0.0013919304
217.509	0.000284	0.0030729612		0.061772556	0.0045456472			0.000000006	0.0013998432
217.279	0.000285	0.0030837815		0.061924515	0.0045568294			0.000000006	0.0014077478
217.058	0.000286	0.0030946018		0.062078588	0.0045681672			6.07035988193339E-009	0.0014155654
216.825	0.000287	0.003105422		0.062228775	0.0045792189			6.10468397698199E-009	0.0014235695
216.593	0.000288	0.0031162423		0.062378784	0.0045902576			6.13908511080066E-009	0.0014315917
216.373	0.000288	0.0031162423		0.062315424	0.0045855952			6.15157544317662E-009	0.0014345043
216.14	0.000288	0.0031162423		0.06224832	0.0045806572			6.16484545002169E-009	0.0014375988
215.916	0.000289	0.0031270626		0.062399724	0.0045917985			6.19909355637366E-009	0.0014455852
215.696	0.000289	0.0031270626		0.062336144	0.0045871199			6.21174558598328E-009	0.0014485356
215.467	0.000289	0.0031270626		0.062269963	0.0045822498			6.22495638537027E-009	0.0014516162
215.24	0.000288	0.0031162423		0.06198912	0.0045615835			6.21650834543797E-009	0.0014496462
215.02	0.000288	0.0031162423		0.06192576	0.004556921			6.22923582650509E-009	0.0014526142
214.8	0.000288	0.0031162423		0.0618624	0.0045522586			6.24200243438095E-009	0.0014555912
214.576	0.000288	0.0031162423		0.061797888	0.0045475113			6.25504152872192E-009	0.0014586319
214.354	0.000287	0.003105422		0.061519598	0.0045270328			6.24624065055158E-009	0.0014565796
214.144	0.000286	0.0030946018		0.061245184	0.0045068396			6.23669077975897E-009	0.0014543526
213.923	0.000285	0.0030837815		0.060968055	0.0044864465			6.2277317714219E-009	0.0014522634
213.696	0.000284	0.0030729612		0.060689664	0.0044659606			6.21907155858401E-009	0.0014502439
213.477	0.000283	0.0030621409		0.060413991	0.0044456747			6.20989495018941E-009	0.001448104
213.268	0.000283	0.0030621409		0.060354844	0.0044413223			6.22207215438224E-009	0.0014509436
213.046	0.000283	0.0030621409		0.060292018	0.0044366991			6.23504606325876E-009	0.0014539691
212.832	0.000283	0.0030621409		0.060231456	0.0044322425			6.24759089362935E-009	0.0014568944
212.622	0.000282	0.0030513206		0.059959404	0.0044122231			6.23781815993847E-009	0.0014546155
212.401	0.000282	0.0030513206		0.059897082	0.004407637			6.25080562230949E-009	0.0014576441
212.187	0.000281	0.0030405003		0.059624547	0.004387582			6.24120969910367E-009	0.0014554064
211.976	0.00028	0.00302968		0.05935328	0.0043676203			6.23138588006046E-009	0.0014531155
211.766	0.000279	0.0030188598		0.059082714	0.0043477103			6.22145173757975E-009	0.001450799
211.552	0.000278	0.0030080395		0.058811456	0.0043277492			6.21170074463016E-009	0.0014485251
211.329	0.000276	0.0029863989		0.058326804	0.0042920852			6.18003430883261E-009	0.0014411407
211.099	0.000273	0.002953938		0.057630027	0.0042408116			6.12618764380521E-009	0.0014285841
210.866	0.000271	0.0029322975		0.057144686	0.0042050969			6.0947538623123E-009	0.0014212539
210.635	0.000268	0.0028998366		0.05645018	0.0041539904			0.000000006	0.001408605
210.403	0.000266	0.002878196		0.055967198	0.0041184493			0.000000006	0.0014011779
210.182	0.000265	0.0028673758		0.05569823	0.0040986568			0.000000006	0.0013988474
209.95	0.000264	0.0028565555		0.0554268	0.0040786831			0.000000006	0.0013966503
209.717	0.000261	0.0028240946		0.054736137	0.0040278594			5.93435105874377E-009	0.0013838491
209.495	0.00026	0.0028132743		0.0544687	0.0040081795			5.92414969031841E-009	0.0013814702
209.276	0.00026	0.0028132743		0.05441176	0.0040039895			5.93655500787156E-009	0.001384363
209.041	0.00026	0.0028132743		0.05435066	0.0039994933			5.949910039604E-009	0.0013874773
208.82	0.000259	0.002802454		0.05408438	0.0039798986			5.9395778804836E-009	0.001385068
208.598	0.000259	0.002802454		0.054026882	0.0039756675			0.000000006	0.0013880176
208.378	0.000259	0.002802454		0.053969902	0.0039714746			0.000000006	0.0013909501
208.153	0.000259	0.002802454		0.053911627	0.0039671863			0.000000006	0.0013939587
207.931	0.00026	0.0028132743		0.05406206	0.0039782562			0.000000006	0.0014023305
207.713	0.000261	0.0028240946		0.054213093	0.0039893702			0.000000006	0.0014106805
207.491	0.000262	0.0028349149		0.054362642	0.0040003751			6.08559103938683E-009	0.0014191172
207.265	0.000264	0.0028565555		0.05471796	0.0040265218			6.14542588540175E-009	0.0014330703
207.046	0.000266	0.002878196		0.055074236	0.004052739			6.20508803410843E-009	0.0014469831
206.834	0.000268	0.0028998366		0.055431512	0.0040790298			6.26456517890726E-009	0.0014608527
206.611	0.00027	0.0029214772		0.05578497	0.0041050397			6.32494691365878E-009	0.0014749333
206.401	0.000272	0.0029431178		0.056141072	0.0041312441			6.38477077418536E-009	0.0014888838
206.179	0.000274	0.0029647583		0.056493046	0.0041571448			6.44557557662569E-009	0.0015030631
205.97	0.000277	0.0029972192		0.05705369	0.0041984008			6.52937829294138E-009	0.0015226053
205.752	0.00028	0.00302968		0.05761056	0.0042393791			6.61408695815421E-009	0.0015423588
205.544	0.000284	0.0030729612		0.058374496	0.0042955947			6.7221582509242E-009	0.0015675602
205.323	0.000289	0.0031270626		0.059338347	0.0043665215			6.85523962916394E-009	0.0015985939
205.112	0.000293	0.0031703438		0.060097816	0.0044224084			0.000000007	0.0016240559
204.898	0.000297	0.0032136249		0.060854706	0.0044781055			7.0742598916852E-009	0.0016496679
204.687	0.000301	0.003256906		0.061610787	0.0045337432			7.18432505874234E-009	0.0016753343
204.475	0.000306	0.0033110075		0.06256935	0.0046042808			7.31881876238386E-009	0.0017066973
204.27	0.000311	0.0033651089		0.06352797	0.0046748226			7.45334477582327E-009	0.0017380678
204.062	0.000316	0.0034192103		0.064483592	0.0047451438			7.58861998025578E-009	0.001769613
203.851	0.000322	0.0034841321		0.065640022	0.0048302418			7.74872376936685E-009	0.0018069481
203.639	0.000328	0.0035490538		0.066793592	0.0049151294			7.90955285081348E-009	0.0018444523
203.434	0.000333	0.0036031552		0.067743522	0.0049850317			0.000000008	0.0018763448
203.224	0.000339	0.0036680769		0.068892936	0.0050696135			8.20823360302064E-009	0.0019141026
203.024	0.000345	0.0037329986		0.07004328	0.0051542637			8.36997835690705E-009	0.0019518203
202.823	0.000352	0.0038087406		0.071393696	0.0052536365			8.55673848593793E-009	0.0019953715
202.608	0.000358	0.0038736623		0.072533664	0.0053375232			8.72107151006424E-009	0.0020336928
202.408	0.000363	0.0039277638		0.073474104	0.0054067272			8.86035816372159E-009	0.0020661735
202.206	0.000368	0.0039818652		0.074411808	0.0054757298			0.000000009	0.0020988202
202.006	0.000374	0.0040467869		0.075550244	0.0055595038			9.16522358514071E-009	0.0021372659
201.791	0.000379	0.0041008883		0.076478789	0.0056278324			9.3075552929957E-009	0.0021704567
201.59	0.000384	0.0041549898		0.07741056	0.0056963985			9.44916112746711E-009	0.0022034782
201.37	0.00039	0.0042199115		0.0785343	0.005779091			9.61778505423774E-009	0.0022428001
201.15	0.000396	0.0042848332		0.0796554	0.0058615892			9.78712448165776E-009	0.0022822889
200.926	0.0004	0.0043281143		0.0803704	0.0059142038			9.90803915973618E-009	0.0023104853
200.712	0.000403	0.0043605752		0.080886936	0.0059522141			0.00000001	0.0023327805
200.495	0.000406	0.0043930361		0.08140097	0.0059900402			1.00999434116465E-008	0.0023552361
200.281	0.000408	0.0044146766		0.081714648	0.0060131228			1.01713982922044E-008	0.0023718988
200.068	0.000411	0.0044471375		0.082227948	0.0060508949			1.02680165617553E-008	0.0023944295
199.848	0.000412	0.0044579578		0.082337376	0.0060589474			1.0315673865943E-008	0.0024055429
199.637	0.000412	0.0044579578		0.082250444	0.0060525503			1.03374910384482E-008	0.0024106305
199.422	0.000412	0.0044579578		0.082161864	0.006046032			1.03597930779629E-008	0.0024158312
199.211	0.000412	0.0044579578		0.082074932	0.0060396349			1.03817504395262E-008	0.0024209515
199.001	0.000412	0.0044579578		0.081988412	0.0060332682			1.04036731225902E-008	0.0024260637
198.791	0.00041	0.0044363172		0.08150431	0.0059976447			1.0375055292962E-008	0.0024193902
198.574	0.000408	0.0044146766		0.081018192	0.0059618728			1.03470225307386E-008	0.0024128532
198.365	0.000405	0.0043822158		0.080337825	0.0059118067			1.02925960853665E-008	0.0024001613
198.154	0.000402	0.0043497549		0.079657908	0.0058617738			1.02381235452092E-008	0.0023874587
197.951	0.000398	0.0043064738		0.078784498	0.0057975023			1.01570519091971E-008	0.0023685534
197.739	0.000394	0.0042631926		0.077909166	0.0057330894			1.00765428205179E-008	0.0023497792
197.538	0.000389	0.0042090912		0.076842282	0.0056545807			0.00000001	0.0023246833
197.329	0.000384	0.0041549898		0.075774336	0.005575994			9.86164567197648E-009	0.0022996667
197.122	0.000378	0.0040900681		0.074512116	0.0054831112			9.72795619085568E-009	0.0022684913
196.913	0.000371	0.0040143261		0.073054723	0.0053758662			9.56808736318333E-009	0.002231211
196.712	0.000364	0.0039385841		0.071603168	0.0052690509			9.40675159585355E-009	0.0021935886
196.511	0.000357	0.0038628421		0.070154427	0.0051624426			9.24473538553996E-009	0.0021558075
196.305	0.00035	0.0037871001		0.06870675	0.0050559127			9.0824982198417E-009	0.002117975
196.107	0.000341	0.0036897175		0.066872487	0.004920935			8.86682601866883E-009	0.0020676817
195.907	0.000332	0.0035923349		0.065041124	0.0047861708			8.65043954619024E-009	0.0020172219
195.704	0.000321	0.0034733118		0.062820984	0.0046227977			8.38118887393733E-009	0.0019544345
195.5	0.000311	0.0033651089		0.0608005	0.0044741167			8.13704776917995E-009	0.0018975025
195.3	0.000301	0.003256906		0.0587853	0.0043258245			7.89154448537036E-009	0.0018402529
195.098	0.000291	0.0031487032		0.056773518	0.0041777838			7.64517364993693E-009	0.0017828009
194.897	0.000282	0.0030513206		0.054960954	0.004044403			7.42401430356888E-009	0.0017312281
194.705	0.000273	0.002953938		0.053154465	0.0039114691			7.20125912353946E-009	0.0016792832
194.503	0.000264	0.0028565555		0.051348792	0.0037785954			0.000000007	0.001627297
194.302	0.000256	0.0027699932		0.049741312	0.003660306			6.78087007984508E-009	0.0015812514
194.111	0.000247	0.0026726106		0.047945417	0.0035281518			6.55536169926996E-009	0.0015286644
193.908	0.000238	0.002575228		0.046150104	0.0033960403			6.329734632601E-009	0.0014760498
193.718	0.000229	0.0024778455		0.044361422	0.0032644169			6.10232774500574E-009	0.0014230201
193.524	0.000221	0.0023912832		0.042768804	0.0031472212			5.9009591702495E-009	0.0013760623
193.325	0.000214	0.0023155412		0.04137155	0.0030444017			5.72582058626149E-009	0.0013352213
193.131	0.000207	0.0022397992		0.039978117	0.0029418633			5.549659874388E-009	0.0012941418
192.931	0.000199	0.0021532369		0.038393269	0.0028252394			5.34624732201377E-009	0.0012467074
192.729	0.000192	0.0020774949		0.037003968	0.0027230051			5.16900667118115E-009	0.0012053762
192.519	0.000187	0.0020233935		0.036001053	0.0026492037			0.000000005	0.0011765487
192.304	0.00018	0.0019476515		0.03461472	0.0025471879			4.86738690586287E-009	0.0011350405
192.102	0.000175	0.00189355		0.03361785	0.0024738314			4.74213895844352E-009	0.0011058336
191.904	0.00017	0.0018394486		0.03262368	0.0024006735			4.61616014499385E-009	0.0010764562
191.691	0.000165	0.0017853472		0.031629015	0.0023274793			4.49035315213244E-009	0.0010471189
191.488	0.000163	0.0017637066		0.031212544	0.0022968325			4.44533482725325E-009	0.0010366209
191.286	0.000163	0.0017637066		0.031179618	0.0022944096			4.45472842387185E-009	0.0010388115
191.088	0.000164	0.0017745269		0.031338432	0.0023060962			4.49135122272616E-009	0.0010473516
190.874	0.000164	0.0017745269		0.031303336	0.0023035136			4.50142790118337E-009	0.0010497015
190.671	0.000165	0.0017853472		0.031460715	0.0023150946			4.53852420137007E-009	0.0010583521
190.473	0.000166	0.0017961675		0.031618518	0.0023267068			4.57552827891362E-009	0.0010669811
190.28	0.000169	0.0018286283		0.03215732	0.0023663556			4.66767295435173E-009	0.0010884686
190.078	0.000173	0.0018719095		0.032883494	0.0024197924			4.78831150456835E-009	0.0011166007
189.873	0.000177	0.0019151906		0.033607521	0.0024730713			4.90960826891929E-009	0.0011448863
189.676	0.000182	0.001969292		0.034521032	0.0025402937			5.05878967126931E-009	0.0011796743
189.483	0.000187	0.0020233935		0.035433321	0.0026074261			5.20836128867291E-009	0.0012145534
189.28	0.000194	0.0020991355		0.03672032	0.0027021323			5.41492287542096E-009	0.0012627221
189.087	0.000202	0.0021856977		0.038195574	0.0028106916			5.64973433201529E-009	0.0013174785
188.888	0.00021	0.00227226		0.03966648	0.0029189309			5.88586854506842E-009	0.0013725433
188.695	0.000219	0.0023696426		0.041324205	0.0030409177			6.15068279308946E-009	0.0014342961
188.494	0.000228	0.0024670252		0.042976632	0.0031625146			6.41711446029714E-009	0.0014964261
188.302	0.000238	0.002575228		0.044815876	0.0032978587			6.71223404868463E-009	0.001565246
188.112	0.000248	0.0026834309		0.046651776	0.0034329568			0.000000007	0.001634309
187.921	0.00026	0.0028132743		0.04885946	0.0035954133			7.36245610137355E-009	0.0017168732
187.727	0.000271	0.0029322975		0.050874017	0.0037436582			7.68981357145107E-009	0.0017932107
187.525	0.000283	0.0030621409		0.053069575	0.0039052223			0.000000008	0.0018766513
187.336	0.000296	0.0032028046		0.055451456	0.0040804974			8.43430351123666E-009	0.0019668205
187.153	0.00031	0.0033542886		0.05801743	0.0042693194			8.85050613847253E-009	0.002063876
186.964	0.000323	0.0034949523		0.060389372	0.0044438631			9.24030997620973E-009	0.0021547756
186.769	0.000338	0.0036572566		0.063127922	0.0046453843			9.68962820472041E-009	0.0022595534
186.578	0.000353	0.0038195609		0.065862034	0.004846579			1.01403708603145E-008	0.0023646635
186.39	0.000369	0.0039926855		0.06877791	0.0050611491			1.06213849565802E-008	0.0024768326
186.208	0.000386	0.0041766303		0.071876288	0.0052891489			1.11324469346687E-008	0.0025960087
186.014	0.000404	0.0043713955		0.075149656	0.0055300257			1.16758928680041E-008	0.0027227364
185.832	0.000422	0.0045661606		0.078421104	0.0057707613			1.22200068403869E-008	0.00284962
185.643	0.00044	0.0047609258		0.08168292	0.006010788			1.2767195846655E-008	0.0029772207
185.45	0.000457	0.0049448706		0.08475065	0.0062365326			1.32880888929532E-008	0.0030986893
185.248	0.000476	0.0051504561		0.088178048	0.006488744			1.38707484883038E-008	0.0032345614
185.045	0.000495	0.0053560415		0.091597275	0.0067403541			1.44560782183815E-008	0.0033710562
184.856	0.000515	0.0055724472		0.09520084	0.007005529			1.50709325573645E-008	0.0035144359
184.655	0.000535	0.0057888529		0.098790425	0.0072696752			1.56903141288212E-008	0.0036588714
184.462	0.000555	0.0060052587		0.10237641	0.0075335566			1.63109462631883E-008	0.0038035984
184.259	0.000574	0.0062108441		0.105764666	0.0077828876			1.6906529735672E-008	0.0039424843
184.068	0.000592	0.0064056092		0.108968256	0.0080186297			1.74729051638252E-008	0.0040745591
183.878	0.000611	0.0066111947		0.112349458	0.0082674416			1.8070978428612E-008	0.0042140256
183.675	0.00063	0.0068167801		0.11571525	0.0085151196			1.86741332075942E-008	0.0043546771
183.483	0.00065	0.0070331858		0.11926395	0.0087762573			1.93073065419063E-008	0.0045023287
183.293	0.000671	0.0072604118		0.122989603	0.0090504163			0.00000002	0.0046574292
183.103	0.000691	0.0074768175		0.126524173	0.0093105141			2.06104335519087E-008	0.0048062088
182.908	0.00071	0.007682403		0.12986468	0.0095563315			2.12223242998618E-008	0.0049488974
182.716	0.00073	0.0078988087		0.13338268	0.00981521			2.18660180283792E-008	0.0050990023
182.526	0.000746	0.0080719333		0.136164396	0.0100199077			2.23918179474066E-008	0.0052216151
182.334	0.000763	0.0082558781		0.139120842	0.0102374632			0.000000023	0.0053518597
182.144	0.000779	0.0084290027		0.141890176	0.0104412497			2.3480520412691E-008	0.0054754929
181.949	0.000794	0.008591307		0.144467506	0.0106309073			0.000000024	0.0055928949
181.771	0.000809	0.0087536113		0.147052739	0.0108211464			2.44849560433634E-008	0.0057097203
181.578	0.000823	0.0089050953		0.149438694	0.0109967213			0.000000025	0.0058208832
181.398	0.000835	0.0090349387		0.15146733	0.0111460023			2.5375901892937E-008	0.0059174826
181.203	0.000847	0.0091647821		0.153478941	0.0112940303			2.57960163278318E-008	0.0060154503
181.025	0.000857	0.009272985		0.155138425	0.0114161465			2.61519278626382E-008	0.0060984464
180.832	0.000866	0.0093703676		0.156600512	0.0115237369			2.64830085525992E-008	0.0061756521
180.652	0.000875	0.0094677501		0.1580705	0.0116319087			2.68115860129194E-008	0.0062522741
180.468	0.000882	0.0095434921		0.159172776	0.0117130217			2.70812168257028E-008	0.0063151501
180.279	0.000889	0.0096192341		0.160268031	0.011793618			2.73534103163892E-008	0.0063786237
180.097	0.000894	0.0096733356		0.161006718	0.0118479757			2.75628779309732E-008	0.0064274701
179.915	0.000898	0.0097166167		0.16156367	0.01188896			2.77422442047825E-008	0.006469297
179.735	0.0009	0.0097382573		0.1617615	0.0119035177			2.78597488762942E-008	0.0064966983
179.551	0.0009	0.0097382573		0.1615959	0.0118913317			2.79168782757381E-008	0.0065100205
179.37	0.000899	0.009727437		0.16125363	0.0118661451			2.7942166453885E-008	0.0065159175
179.19	0.000897	0.0097057964		0.16073343	0.0118278653			2.79360438751733E-008	0.0065144898
179.008	0.000894	0.0096733356		0.160033152	0.011776334			2.78992570376172E-008	0.0065059113
178.836	0.00089	0.0096300544		0.15916404	0.0117123788			2.78278793418831E-008	0.0064892666
178.643	0.000885	0.009575953		0.158099055	0.0116340099			2.77313660821641E-008	0.0064667603
178.452	0.000878	0.009500211		0.156680856	0.0115296492			2.75709465658229E-008	0.0064293516
178.262	0.000869	0.0094028284		0.154909678	0.0113993138			2.73465300238734E-008	0.0063770193
178.079	0.000859	0.0092946256		0.152969861	0.0112565688			2.70874265926612E-008	0.0063165982
177.887	0.000848	0.0091756024		0.150848176	0.0111004407			2.67983114595934E-008	0.0062491785
177.697	0.000834	0.0090241184		0.148199298	0.0109055181			2.64122779546011E-008	0.0061591582
177.504	0.00082	0.0088726344		0.14555328	0.010710806			0.000000026	0.0060689431
177.323	0.000806	0.0087211504		0.142922338	0.0105172033			2.56333224916454E-008	0.0059775113
177.13	0.00079	0.0085480258		0.1399327	0.0102972053			2.51792532553165E-008	0.0058716255
176.952	0.000774	0.0083749013		0.136960848	0.0100785161			2.4718949453754E-008	0.0057642859
176.76	0.000757	0.0081909564		0.13380732	0.0098464579			2.42285762159442E-008	0.0056499343
176.578	0.000739	0.0079961913		0.130491142	0.0096024309			2.37012500087106E-008	0.0055269655
176.394	0.000721	0.0078014261		0.127180074	0.0093587798			2.31722202336472E-008	0.0054035995
176.214	0.000702	0.0075958407		0.123702228	0.0091028561			2.26076953828829E-008	0.0052719562
176.024	0.000684	0.0074010755		0.120400416	0.0088598862			2.20755905441485E-008	0.0051478731
175.842	0.000666	0.0072063104		0.117110772	0.0086178117			2.15391717740671E-008	0.005022784
175.659	0.000647	0.007000725		0.113651373	0.0083632455			0.000000021	0.0048896635
175.478	0.000627	0.0067843192		0.110024706	0.0080963705			2.03620823254509E-008	0.004748295
175.298	0.000607	0.0065679135		0.106405886	0.007830073			1.97530775464362E-008	0.0046062793
175.116	0.000588	0.0063623281		0.102968208	0.0075771051			1.91745715716296E-008	0.0044713758
174.945	0.000567	0.0061351021		0.099193815	0.0072993594			1.85259287538801E-008	0.0043201168
174.761	0.000545	0.0058970558		0.095244745	0.0070087599			1.78446264063997E-008	0.0041612419
174.582	0.000524	0.0056698298		0.091480968	0.0067317954			1.71922357614924E-008	0.004009109
174.401	0.000504	0.0054534241		0.087898104	0.0064681438			1.65703848395415E-008	0.0038640977
174.228	0.000484	0.0052370184		0.084326352	0.0062053098			1.59444469199187E-008	0.0037181334
174.047	0.000465	0.0050314329		0.080931855	0.0059555195			1.53504060922483E-008	0.0035796072
173.875	0.000447	0.0048366678		0.077722125	0.0057193256			1.4785405407361E-008	0.003447853
173.695	0.000429	0.0046419026		0.074515155	0.0054833348			1.42194454079698E-008	0.0033158751
173.523	0.000411	0.0044471375		0.071317953	0.0052480628			1.36498452230151E-008	0.0031830483
173.341	0.000393	0.0042523723		0.068123013	0.0050129573			1.30794642466575E-008	0.0030500395
173.168	0.000376	0.0040684275		0.065111168	0.0047913251			1.25387014757695E-008	0.0029239374
172.999	0.00036	0.0038953029		0.06227964	0.0045829619			0.000000012	0.0028049868
172.827	0.000344	0.0037221783		0.059452488	0.0043749208			1.15168910881661E-008	0.0026856583
172.646	0.000328	0.0035490538		0.056627888	0.0041670674			0.000000011	0.0025661161
172.464	0.000312	0.0033759292		0.053808768	0.0039596172			1.04895699849521E-008	0.0024460943
172.273	0.000296	0.0032028046		0.050992808	0.0037523996			0.00000001	0.0023258022
172.092	0.000281	0.0030405003		0.048357852	0.0035585015			9.48822459301472E-009	0.0022125875
171.911	0.000267	0.0028890163		0.045900237	0.0033776534			0.000000009	0.0021067812
171.727	0.000253	0.0027375323		0.043446931	0.0031971224			8.57913210044893E-009	0.0020005935
171.545	0.00024	0.0025968686		0.0411708	0.0030296291			8.15558490193641E-009	0.0019018253
171.366	0.000228	0.0024670252		0.039071448	0.0028751444			7.76400001898829E-009	0.0018105104
171.193	0.000216	0.0023371817		0.036977688	0.0027210712			7.37024196418621E-009	0.0017186888
171.012	0.000205	0.0022181586		0.03505746	0.0025797677			0.000000007	0.0016346177
170.831	0.000194	0.0020991355		0.033141214	0.0024387572			6.64765333620255E-009	0.0015501862
170.65	0.000183	0.0019801123		0.03122895	0.0022980398			6.28403368688463E-009	0.0014653926
170.478	0.000174	0.0018827297		0.029663172	0.0021828191			0.000000006	0.0013961371
170.296	0.000166	0.0017961675		0.028269136	0.0020802364			5.72399431483285E-009	0.0013347954
170.126	0.000158	0.0017096052		0.026879908	0.0019780075			5.45903281545263E-009	0.0012730082
169.942	0.000151	0.0016338632		0.025661242	0.0018883297			5.2284805552921E-009	0.001219245
169.772	0.000144	0.0015581212		0.024447168	0.0017989899			0.000000005	0.0011650535
169.602	0.000137	0.0014823792		0.023235474	0.0017098251			4.76275924362394E-009	0.0011106421
169.42	0.00013	0.0014066372		0.0220246	0.0016207207			4.52912177221162E-009	0.0010561595
169.247	0.000125	0.0013525357		0.021155875	0.001556794			4.36383231896547E-009	0.0010176151
169.077	0.000121	0.0013092546		0.020458317	0.0015054629			4.23268845469935E-009	0.0009870333
168.906	0.000117	0.0012659734		0.019762002	0.0014542233			4.10105607354915E-009	0.0009563376
168.734	0.000116	0.0012551532		0.019573144	0.0014403258			4.07429794821268E-009	0.0009500977
168.561	0.000114	0.0012335126		0.019215954	0.0014140413			0.000000004	0.0009356343
168.389	0.000111	0.0012010517		0.018691179	0.0013754248			3.91467347455629E-009	0.0009128744
168.221	0.000109	0.0011794112		0.018336089	0.0013492949			3.85182082857752E-009	0.0008982176
168.049	0.000108	0.0011685909		0.018149292	0.0013355491			3.82429944557062E-009	0.0008917998
167.877	0.000108	0.0011685909		0.018130716	0.0013341821			3.83213990581004E-009	0.0008936282
167.706	0.000109	0.0011794112		0.018279954	0.0013451641			3.87551388106965E-009	0.0009037427
167.543	0.000111	0.0012010517		0.018597273	0.0013685146			0.000000004	0.0009221167
