#Diameter(nm)	Absorption	normalised		volume	Normalised			Nb	normalised
615.016	0.000026	0.0002813274		0.015990416	0.0011766842			6.87385741483606E-011	1.60293540602762E-005
613.978	0.000027	0.0002921477		0.016577406	0.0012198789			7.16239295839098E-011	1.67021987393983E-005
612.952	0.000027	0.0002921477		0.016549704	0.0012178404			7.18639080969671E-011	1.67581600478821E-005
611.922	0.000027	0.0002921477		0.016521894	0.001215794			7.21060373918919E-011	1.68146229036337E-005
610.904	0.000027	0.0002921477		0.016494408	0.0012137714			7.2346550158567E-011	1.68707087963194E-005
609.887	0.000027	0.0002921477		0.016466949	0.0012117507			7.25880302579275E-011	0.000016927
608.867	0.000027	0.0002921477		0.016439409	0.0012097242			7.28314391080469E-011	1.69837815032737E-005
607.858	0.000027	0.0002921477		0.016412166	0.0012077194			7.30734295516331E-011	1.70402119798657E-005
606.861	0.000027	0.0002921477		0.016385247	0.0012057386			7.33137285810209E-011	1.70962480305129E-005
605.864	0.000028	0.000302968		0.016964192	0.0012483413			7.62794821006882E-011	1.77878409797593E-005
604.872	0.000029	0.0003137883		0.017541288	0.001290808			7.92630967004177E-011	1.84835990077808E-005
603.888	0.000029	0.0003137883		0.017512752	0.0012887081			7.95216162642947E-011	1.8543883959458E-005
602.9	0.00003	0.0003246086		0.018087	0.0013309652			8.25335806442907E-011	1.92462529576815E-005
601.924	0.00003	0.0003246086		0.01805772	0.0013288106			8.2801448619478E-011	1.93087178934019E-005
600.951	0.000031	0.0003354289		0.018629481	0.0013708846			8.58387865115241E-011	0.000020017
599.984	0.000032	0.0003462491		0.019199488	0.0014128297			8.8893629819266E-011	2.0729371880783E-005
599.019	0.000032	0.0003462491		0.019168608	0.0014105573			8.91802699727726E-011	2.07962143570109E-005
598.06	0.000033	0.0003570694		0.01973598	0.0014523084			9.22623318612802E-011	2.15149296032704E-005
597.102	0.000034	0.0003678897		0.020301468	0.0014939209			9.53634304587431E-011	2.22380840767291E-005
596.152	0.000034	0.0003678897		0.020269168	0.001491544			9.56676060486051E-011	0.000022309
595.206	0.000034	0.0003678897		0.020237004	0.0014891772			9.59719493359908E-011	0.00002238
594.269	0.000034	0.0003678897		0.020205146	0.0014868329			9.62748310635658E-011	2.24506163145076E-005
593.332	0.000034	0.0003678897		0.020173288	0.0014844885			9.6579148871839E-011	2.25215810960163E-005
592.395	0.000033	0.0003570694		0.019549035	0.0014385517			9.40353556228769E-011	2.19283863265737E-005
591.466	0.000033	0.0003570694		0.019518378	0.0014362958			9.4330985300618E-011	2.19973250968922E-005
590.547	0.000032	0.0003462491		0.018897504	0.0013906076			9.17573881689059E-011	2.13971802707326E-005
589.629	0.000032	0.0003462491		0.018868128	0.0013884459			9.20433267988235E-011	2.14638591565728E-005
588.715	0.000032	0.0003462491		0.01883888	0.0013862937			9.23293494283487E-011	2.15305576305333E-005
587.806	0.000032	0.0003462491		0.018809792	0.0013841532			9.26151317186928E-011	2.15972000590799E-005
586.898	0.000033	0.0003570694		0.019367634	0.001425203			9.58051115269765E-011	2.23410810083959E-005
585.992	0.000034	0.0003678897		0.019923728	0.0014661242			9.90137577218591E-011	2.30893148283312E-005
585.094	0.000034	0.0003678897		0.019893196	0.0014638774			9.93179228205859E-011	2.31602439990433E-005
584.194	0.000035	0.00037871		0.02044679	0.0015046147			1.0255429652933E-010	2.39149436810132E-005
583.309	0.000036	0.0003895303		0.020999124	0.0015452592			1.05804745321991E-010	2.46729255739732E-005
582.421	0.000036	0.0003895303		0.020967156	0.0015429068			1.06127625983061E-010	2.47482190827437E-005
581.546	0.000036	0.0003895303		0.020935656	0.0015405888			1.06447227641542E-010	2.4822747951076E-005
580.669	0.000036	0.0003895303		0.020904084	0.0015382655			1.06769010675714E-010	2.48977855009412E-005
579.789	0.000036	0.0003895303		0.020872404	0.0015359343			1.07093363268996E-010	2.49734222539943E-005
578.924	0.000036	0.0003895303		0.020841264	0.0015336428			1.07413629712066E-010	2.50481061454367E-005
578.056	0.000037	0.0004003506		0.021388072	0.0015738806			1.10729132468583E-010	2.58212581671432E-005
577.19	0.000037	0.0004003506		0.02135603	0.0015715228			1.11061651622237E-010	2.58987993048783E-005
576.332	0.000035	0.00037871		0.02017162	0.0014843658			1.05371357887624E-010	2.45718626596372E-005
575.483	0.000034	0.0003678897		0.019566422	0.0014398312			1.02662992485979E-010	2.39402908168191E-005
574.626	0.000033	0.0003570694		0.018962658	0.0013954021			9.99409319182768E-011	2.33055253571946E-005
573.781	0.000032	0.0003462491		0.018360992	0.0013511274			9.71980723939223E-011	2.26659097265505E-005
572.945	0.000031	0.0003354289		0.017761295	0.0013069976			9.44356179056034E-011	2.20217246875491E-005
572.098	0.00003	0.0003246086		0.01716294	0.0012629665			9.1660114556131E-011	2.13744967455183E-005
571.262	0.00003	0.0003246086		0.01713786	0.001261121			9.19285865545825E-011	2.14371025352334E-005
570.435	0.000031	0.0003354289		0.017683485	0.0013012718			9.52685082166571E-011	2.22159488746909E-005
569.608	0.000033	0.0003570694		0.018797064	0.0013832166			1.01709560909453E-010	0.000023718
568.78	0.000032	0.0003462491		0.01820096	0.0013393511			9.89148153288651E-011	2.30662421552576E-005
567.955	0.000033	0.0003570694		0.018742515	0.0013792025			1.02302461982661E-010	2.38562176285283E-005
567.139	0.000033	0.0003570694		0.018715587	0.0013772209			1.02597059475209E-010	2.3924915700489E-005
566.332	0.000033	0.0003570694		0.018688956	0.0013752612			1.0288966104932E-010	2.39931483382491E-005
565.513	0.000033	0.0003570694		0.018661929	0.0013732724			1.03187895224879E-010	2.40626944592175E-005
564.707	0.000033	0.0003570694		0.018635331	0.0013713151			1.03482663297386E-010	2.41314323092299E-005
563.899	0.000033	0.0003570694		0.018608667	0.001369353			1.03779432386823E-010	2.42006367823759E-005
563.103	0.000033	0.0003570694		0.018582399	0.00136742			1.04073044090689E-010	2.42691049753201E-005
562.307	0.000034	0.0003678897		0.019118438	0.0014068654			1.07530567329265E-010	2.50753751787601E-005
561.512	0.000036	0.0003895303		0.020214432	0.0014875162			1.14178521987191E-010	2.66256316440536E-005
560.725	0.000037	0.0004003506		0.020746825	0.0015266933			1.17679790035242E-010	2.74421028306832E-005
559.938	0.000037	0.0004003506		0.020717706	0.0015245505			1.18010823399054E-010	2.75192974926332E-005
559.152	0.000037	0.0004003506		0.020688624	0.0015224105			1.18342832230661E-010	2.75967196268411E-005
558.376	0.000037	0.0004003506		0.020659912	0.0015202976			1.18671993407852E-010	2.76734777079835E-005
557.589	0.000036	0.0003895303		0.020073204	0.0014771237			1.15790813670659E-010	2.70016067724724E-005
556.825	0.000036	0.0003895303		0.0200457	0.0014750997			1.16108776660614E-010	2.7075753514781E-005
556.047	0.000035	0.00037871		0.019461645	0.001432121			1.13199638618696E-010	2.63973628984225E-005
555.279	0.000035	0.00037871		0.019434765	0.001430143			1.13512985399196E-010	2.64704331730174E-005
554.513	0.000034	0.0003678897		0.018853442	0.0013873652			1.10574619258374E-010	2.5785226768702E-005
553.755	0.000033	0.0003570694		0.018273915	0.0013447197			1.07616439348058E-010	2.50953999321123E-005
553	0.000032	0.0003462491		0.017696	0.0013021927			1.04640478206985E-010	2.44014266370463E-005
552.246	0.000032	0.0003462491		0.017671872	0.0013004172			1.04926411585372E-010	2.44681042982663E-005
551.49	0.000033	0.0003570694		0.01819917	0.0013392194			1.08502227975379E-010	0.000025302
550.744	0.000034	0.0003678897		0.018725296	0.0013779354			1.12093225971006E-010	2.61393552180724E-005
549.997	0.000034	0.0003678897		0.018699898	0.0013760664			1.12397920370663E-010	2.62104078180543E-005
549.252	0.000034	0.0003678897		0.018674568	0.0013742025			1.12703038022759E-010	2.62815591175404E-005
548.517	0.000033	0.0003570694		0.018101061	0.0013319999			1.09681594590848E-010	0.000025577
547.781	0.000031	0.0003354289		0.016981211	0.0012495937			1.03311285340988E-010	2.40914681700947E-005
547.044	0.00003	0.0003246086		0.01641132	0.0012076572			1.00248235370131E-010	2.33771863698756E-005
546.32	0.000029	0.0003137883		0.01584328	0.0011658569			9.71636449782687E-011	2.26578814943428E-005
545.581	0.000028	0.000302968		0.015276268	0.0011241323			9.40674900957201E-011	2.19358798605773E-005
544.856	0.000028	0.000302968		0.015255968	0.0011226385			9.43179940967107E-011	2.19942956391288E-005
544.14	0.000028	0.000302968		0.01523592	0.0011211632			9.45663717721088E-011	2.20522155734444E-005
543.415	0.000029	0.0003137883		0.015759035	0.0011596576			9.82052608541477E-011	2.29007790213301E-005
542.699	0.00003	0.0003246086		0.01628097	0.0011980651			1.01859892162094E-010	0.000023753
541.992	0.000031	0.0003354289		0.016801752	0.0012363878			1.05530000780943E-010	2.46088570712562E-005
541.278	0.000032	0.0003462491		0.017320896	0.00127459			1.09221774170926E-010	2.54697527693635E-005
540.571	0.000032	0.0003462491		0.017298272	0.0012729252			1.09507658139206E-010	2.55364189084926E-005
539.866	0.000031	0.0003354289		0.016735846	0.001231538			1.06362794628904E-010	2.48030587638805E-005
539.161	0.000031	0.0003354289		0.016713991	0.0012299298			1.06641133735139E-010	0.000024868
538.464	0.00003	0.0003246086		0.01615392	0.0011887159			1.03468441755758E-010	2.41281159453271E-005
537.768	0.000031	0.0003354289		0.016670808	0.0012267521			1.07194322091268E-010	0.000024997
537.072	0.000031	0.0003354289		0.016649232	0.0012251644			1.07472331708322E-010	2.50617950398267E-005
536.376	0.00003	0.0003246086		0.01609128	0.0011841065			1.04275571865372E-010	2.43163330339124E-005
535.69	0.00003	0.0003246086		0.0160707	0.001182592			1.04542811666744E-010	2.43786514838987E-005
535.006	0.00003	0.0003246086		0.01605018	0.001181082			1.04810296494448E-010	0.000024441
534.32	0.00003	0.0003246086		0.0160296	0.0011795676			1.050795958604E-010	2.45038257983309E-005
533.634	0.00003	0.0003246086		0.01600902	0.0011780532			1.05349934467198E-010	2.45668668680391E-005
532.959	0.000029	0.0003137883		0.015455811	0.0011373443			1.02096392515399E-010	2.38081636720319E-005
532.283	0.000029	0.0003137883		0.015436207	0.0011359017			1.02355882250281E-010	2.38686748607926E-005
531.608	0.000028	0.000302968		0.014885024	0.0010953419			9.90774945212801E-011	2.31041778035565E-005
530.941	0.000026	0.0002813274		0.013804466	0.001015827			9.22318290149468E-011	2.15078165531413E-005
530.277	0.000025	0.0002705071		0.013256925	0.0009755352			8.89066870659399E-011	2.0732416739257E-005
529.612	0.000024	0.0002596869		0.012710688	0.0009353394			8.55648923019751E-011	1.99531336055575E-005
528.945	0.000023	0.0002488666		0.012165735	0.000895238			8.22066221699788E-011	0.00001917
528.281	0.000024	0.0002596869		0.012678744	0.0009329887			8.59965956576194E-011	2.00538038045305E-005
527.626	0.000023	0.0002488666		0.012135398	0.0008930056			8.26181487669681E-011	0.000019266
526.97	0.000023	0.0002488666		0.01212031	0.0008918953			8.28239716394099E-011	0.000019314
526.315	0.000023	0.0002488666		0.012105245	0.0008907867			8.30302490905605E-011	1.93620725607859E-005
525.66	0.000022	0.0002380463		0.01156452	0.0008509965			7.9618285157952E-011	1.85664264684094E-005
525.015	0.000022	0.0002380463		0.01155033	0.0008499523			7.98140332372548E-011	1.86120735495228E-005
524.369	0.000022	0.0002380463		0.011536118	0.0008489065			8.00108092680152E-011	0.000018658
523.724	0.000022	0.0002380463		0.011521928	0.0008478623			8.02080076039357E-011	1.87039456125157E-005
523.089	0.000022	0.0002380463		0.011507958	0.0008468343			8.04028616312283E-011	1.8749384206962E-005
522.445	0.000022	0.0002380463		0.01149379	0.0008457917			8.06012034902203E-011	1.87956361393325E-005
521.809	0.000022	0.0002380463		0.011479798	0.0008447621			8.07978026506331E-011	1.88414816865999E-005
521.172	0.000022	0.0002380463		0.011465784	0.0008437308			8.09954328136888E-011	1.88875676564626E-005
520.538	0.000023	0.0002488666		0.011972374	0.0008810092			8.48834373156492E-011	1.97942230755197E-005
519.913	0.000023	0.0002488666		0.011957999	0.0008799514			8.50876408495404E-011	1.98418419094227E-005
519.288	0.000023	0.0002488666		0.011943624	0.0008788936			8.52925821474326E-011	1.98896327847237E-005
518.663	0.000024	0.0002596869		0.012447912	0.0009160025			8.92155806270119E-011	2.08044485542707E-005
518.036	0.000024	0.0002596869		0.012432864	0.0009148952			8.9431673798805E-011	2.08548399684599E-005
517.412	0.000025	0.0002705071		0.0129353	0.0009518679			9.33828265198546E-011	2.17762211099312E-005
516.796	0.000026	0.0002813274		0.013436696	0.000988764			9.73497993780977E-011	2.2701291396595E-005
516.184	0.000026	0.0002813274		0.013420784	0.0009875931			9.758077668778E-011	2.27551536874944E-005
515.568	0.000026	0.0002813274		0.013404768	0.0009864145			9.78140947679233E-011	2.2809561829671E-005
514.951	0.000026	0.0002813274		0.013388726	0.000985234			9.80486314601377E-011	2.28642541436476E-005
514.346	0.000026	0.0002813274		0.013372996	0.0009840765			9.82794267197424E-011	2.2918073981744E-005
513.732	0.000027	0.0002921477		0.013870764	0.0010207057			1.02303508296502E-010	2.38564616215878E-005
513.127	0.000027	0.0002921477		0.013854429	0.0010195037			1.02544891463683E-010	2.39127504855754E-005
512.532	0.000028	0.000302968		0.014350896	0.0010560371			1.06589901219148E-010	0.000024856
511.928	0.000029	0.0003137883		0.014845912	0.0010924638			1.10657340891959E-010	2.58045168742883E-005
511.332	0.000031	0.0003354289		0.015851292	0.0011664465			1.18564793420091E-010	2.76484794216447E-005
510.728	0.000032	0.0003462491		0.016343296	0.0012026515			1.22679117173328E-010	2.8607910905005E-005
510.133	0.000034	0.0003678897		0.017344522	0.0012763286			1.3065080200353E-010	3.04668519753341E-005
509.548	0.000034	0.0003678897		0.017324632	0.0012748649			1.30950968399324E-010	3.05368486765283E-005
508.954	0.000033	0.0003570694		0.016795482	0.0012359265			1.27396317928391E-010	2.97079290827622E-005
508.369	0.000032	0.0003462491		0.016267808	0.0011970966			1.23820301994872E-010	0.000028874
507.772	0.000031	0.0003354289		0.015740932	0.0011583255			1.20233141843272E-010	2.80375265891543E-005
507.189	0.000031	0.0003354289		0.015722859	0.0011569955			1.20509710177266E-010	0.000028102
506.614	0.000031	0.0003354289		0.015705034	0.0011556838			1.20783419181382E-010	2.81658474103699E-005
506.03	0.000031	0.0003354289		0.01568693	0.0011543516			1.21062367938701E-010	2.82308963068759E-005
505.456	0.000031	0.0003354289		0.015669136	0.0011530422			1.21337482907328E-010	2.829505119071E-005
504.869	0.000031	0.0003354289		0.015650939	0.0011517032			1.21619799739579E-010	2.83608854987007E-005
504.296	0.00003	0.0003246086		0.01512888	0.0011132865			1.17964194867862E-010	2.75084240457361E-005
503.73	0.00003	0.0003246086		0.0151119	0.001112037			1.18229437140519E-010	2.75702766860164E-005
503.157	0.00003	0.0003246086		0.01509471	0.001110772			1.18498872096505E-010	2.76331070306841E-005
502.592	0.00003	0.0003246086		0.01507776	0.0011095247			1.1876544814805E-010	2.76952706988594E-005
502.018	0.00003	0.0003246086		0.01506054	0.0011082576			1.1903719274807E-010	2.77586396363397E-005
501.452	0.000031	0.0003354289		0.015545012	0.0011439083			1.23282933053223E-010	2.87487165391919E-005
500.886	0.00003	0.0003246086		0.01502658	0.0011057585			1.19575847729398E-010	2.78842502053545E-005
500.335	0.00003	0.0003246086		0.01501005	0.0011045422			1.19839361459755E-010	2.79456997616765E-005
499.767	0.000031	0.0003354289		0.015492777	0.0011400645			1.24115648832254E-010	2.89429000266883E-005
499.214	0.000031	0.0003354289		0.015475634	0.001138803			1.24390777211053E-010	2.90070580376806E-005
498.658	0.000031	0.0003354289		0.015458398	0.0011375347			1.24668321456945E-010	2.90717794119587E-005
498.106	0.000031	0.0003354289		0.015441286	0.0011362754			1.24944788894889E-010	2.91362496821649E-005
497.551	0.00003	0.0003246086		0.01492653	0.0010983962			1.21184213295204E-010	2.82593097906322E-005
497.006	0.00003	0.0003246086		0.01491018	0.001097193			1.21450132047983E-010	2.83213201813388E-005
496.451	0.000029	0.0003137883		0.014397079	0.0010594356			1.17664436213456E-010	2.74385224269779E-005
495.908	0.000028	0.000302968		0.013885424	0.0010217845			1.13855968666458E-010	2.65504144687573E-005
495.363	0.000028	0.000302968		0.013870164	0.0010206615			1.14106635904653E-010	2.66088683130814E-005
494.819	0.000028	0.000302968		0.013854932	0.0010195407			1.14357669643309E-010	2.66674076227462E-005
494.274	0.000028	0.000302968		0.013839672	0.0010184177			1.14609996452082E-010	2.67262484673061E-005
493.741	0.000028	0.000302968		0.013824748	0.0010173195			1.14857576054724E-010	0.000026784
493.204	0.000028	0.000302968		0.013809712	0.0010162131			1.15107825834104E-010	2.68423387924969E-005
492.671	0.000029	0.0003137883		0.014287459	0.001051369			1.19476914786708E-010	2.78611797360255E-005
492.136	0.000029	0.0003137883		0.014271944	0.0010502273			1.19736822182794E-010	2.79217883204539E-005
491.602	0.00003	0.0003246086		0.01474806	0.0010852631			1.24134921111593E-010	2.89473941872512E-005
491.069	0.000031	0.0003354289		0.015223139	0.0011202227			1.28551354131241E-010	2.99772754356262E-005
490.544	0.000032	0.0003462491		0.015697408	0.0011551227			1.32982361886559E-010	3.10105554102808E-005
490.007	0.000032	0.0003462491		0.015680224	0.0011538581			1.33273993060713E-010	3.10785617575676E-005
489.488	0.000032	0.0003462491		0.015663616	0.001152636			1.3355676147244E-010	3.11445013707292E-005
488.962	0.000032	0.0003462491		0.015646784	0.0011513974			1.33844262925114E-010	3.12115446958907E-005
488.447	0.000032	0.0003462491		0.015630304	0.0011501847			1.34126652350735E-010	3.12773959321468E-005
487.921	0.000032	0.0003462491		0.015613472	0.0011489461			1.34415996926804E-010	3.13448690607751E-005
487.398	0.000033	0.0003570694		0.016084134	0.0011835806			1.38914139922483E-010	3.23938045032803E-005
486.883	0.000032	0.0003462491		0.015580256	0.0011465018			1.34989738594657E-010	3.14786615993474E-005
486.37	0.000032	0.0003462491		0.01556384	0.0011452938			1.35274650314405E-010	3.15451010169284E-005
485.856	0.000032	0.0003462491		0.015547392	0.0011440835			1.35561023024426E-010	3.16118811272085E-005
485.341	0.000031	0.0003354289		0.015045571	0.001107156			1.31603588810425E-010	0.000030689
484.838	0.000031	0.0003354289		0.015029978	0.0011060086			1.31876797359815E-010	3.07527455057953E-005
484.322	0.00003	0.0003246086		0.01452966	0.0010691918			1.278947922111E-010	2.98241697942765E-005
483.819	0.00003	0.0003246086		0.01451457	0.0010680813			1.2816086080793E-010	2.98862151275665E-005
483.314	0.00003	0.0003246086		0.01449942	0.0010669665			1.28428823446406E-010	2.99487021381029E-005
482.811	0.00003	0.0003246086		0.01448433	0.0010658561			1.28696561127106E-010	3.00111366900612E-005
482.308	0.000031	0.0003354289		0.014951548	0.0011002372			1.33263974814295E-010	3.10762255726687E-005
481.804	0.000031	0.0003354289		0.014935924	0.0010990875			1.33542927138997E-010	3.11412753010633E-005
481.307	0.000031	0.0003354289		0.014920517	0.0010979537			1.33818863712597E-010	3.12056217774228E-005
480.805	0.000031	0.0003354289		0.014904955	0.0010968085			1.3409844540904E-010	3.12708182708993E-005
480.309	0.000031	0.0003354289		0.014889579	0.0010956771			1.34375546907352E-010	3.13354363995426E-005
479.815	0.00003	0.0003246086		0.01439445	0.0010592421			1.30308760312562E-010	3.03870902485913E-005
479.323	0.00003	0.0003246086		0.01437969	0.001058156			1.30576407864779E-010	3.04495037832188E-005
478.827	0.00003	0.0003246086		0.01436481	0.001057061			1.30847066965689E-010	3.05126195899093E-005
478.335	0.00003	0.0003246086		0.01435005	0.0010559748			1.31116375566892E-010	3.05754204695266E-005
477.851	0.000031	0.0003354289		0.014813381	0.0010900699			1.35761521157185E-010	3.16586358875193E-005
477.365	0.000032	0.0003462491		0.01527568	0.001124089			1.40426422158187E-010	3.27464581289265E-005
476.871	0.000032	0.0003462491		0.015259872	0.0011229258			1.40717513810875E-010	3.28143386635859E-005
476.388	0.000033	0.0003570694		0.015720804	0.0011568443			1.45409343389732E-010	3.39084404607465E-005
475.904	0.000034	0.0003678897		0.016180736	0.0011906892			1.50120570738692E-010	3.5007065682037E-005
475.43	0.000034	0.0003678897		0.01616462	0.0011895033			1.50420058032687E-010	3.5076904021448E-005
474.946	0.000034	0.0003678897		0.016148164	0.0011882924			1.50726789339718E-010	3.51484316139634E-005
474.473	0.000034	0.0003678897		0.016132082	0.0011871089			1.5102745684905E-010	3.5218545171325E-005
473.988	0.000033	0.0003570694		0.015641604	0.0011510162			1.46885608385094E-010	3.42526951182025E-005
473.514	0.000033	0.0003570694		0.015625962	0.0011498652			1.47179828306759E-010	3.43213051432777E-005
473.042	0.000034	0.0003678897		0.016083428	0.0011835287			1.51942585669088E-010	3.54319468027801E-005
472.456	0.000034	0.0003678897		0.016063504	0.0011820625			1.5231973644523E-010	3.55198957222883E-005
471.751	0.000034	0.0003678897		0.016039534	0.0011802986			1.52775339737295E-010	3.56261392190441E-005
471.045	0.000035	0.00037871		0.016486575	0.001213195			1.57740512620505E-010	0.000036784
470.338	0.000036	0.0003895303		0.016932168	0.0012459847			1.62735523214157E-010	3.79487842467305E-005
469.643	0.000036	0.0003895303		0.016907148	0.0012441436			1.63217527097477E-010	3.80611841764627E-005
468.947	0.000034	0.0003678897		0.015944198	0.0011732832			1.54607797462958E-010	3.60534555265042E-005
468.261	0.000032	0.0003462491		0.014984352	0.0011026511			1.45939885711654E-010	3.40321592144072E-005
467.578	0.00003	0.0003246086		0.01402734	0.0010322276			1.37218641926763E-010	3.19984262456047E-005
466.889	0.000028	0.000302968		0.013072892	0.0009619928			1.28449005862807E-010	2.99534085362538E-005
466.205	0.000028	0.000302968		0.01305374	0.0009605835			1.28826194318337E-010	3.00413662423315E-005
465.53	0.000027	0.0002921477		0.01256931	0.0009249358			1.24585763353461E-010	2.90525274404465E-005
464.856	0.000026	0.0002813274		0.012086256	0.0008893894			1.20319624044881E-010	2.80576936328656E-005
464.18	0.000025	0.0002705071		0.0116045	0.0008539385			1.16029163241432E-010	2.70571882230241E-005
463.513	0.000024	0.0002596869		0.011124312	0.000818603			1.11708804326726E-010	2.6049710783038E-005
462.849	0.000024	0.0002596869		0.011108376	0.0008174303			1.12029547598472E-010	2.61245058675879E-005
462.184	0.000024	0.0002596869		0.011092416	0.0008162558			1.12352160432231E-010	2.61997369209054E-005
461.516	0.000024	0.0002596869		0.011076384	0.0008150761			1.12677633689475E-010	2.62756350049455E-005
460.862	0.000025	0.0002705071		0.01152155	0.0008478345			1.17705893466858E-010	2.74481899681129E-005
460.208	0.000026	0.0002813274		0.011965408	0.0008804966			1.22762301015546E-010	2.86273087944074E-005
459.55	0.000027	0.0002921477		0.01240785	0.0009130545			1.27849261364506E-010	2.98135523197398E-005
458.905	0.000029	0.0003137883		0.013308245	0.0009793117			1.3770585902464E-010	0.000032112
458.26	0.000031	0.0003354289		0.01420606	0.0010453791			1.47617481749036E-010	3.44233628607803E-005
457.616	0.000031	0.0003354289		0.014186096	0.00104391			1.48033256332467E-010	3.45203185816348E-005
456.97	0.000032	0.0003462491		0.01462304	0.0010760633			1.53240866495135E-010	3.5734696798517E-005
456.335	0.000033	0.0003570694		0.015059055	0.0011081483			1.58469752889491E-010	0.000036954
455.701	0.000034	0.0003678897		0.015493834	0.0011401423			1.63726490901233E-010	3.81798709708187E-005
455.064	0.000034	0.0003678897		0.015472176	0.0011385485			1.64185181415442E-010	3.82868343861562E-005
454.431	0.000035	0.00037871		0.015905085	0.001170405			1.69485342072348E-010	3.95227947300895E-005
453.804	0.000034	0.0003678897		0.015429336	0.0011353961			1.65098176997187E-010	3.84997385613822E-005
453.178	0.000034	0.0003678897		0.015408052	0.0011338299			1.65554610634134E-010	3.86061756887489E-005
452.555	0.000034	0.0003678897		0.01538687	0.0011322711			1.66010738687094E-010	3.87125415560703E-005
451.928	0.000035	0.00037871		0.01581748	0.0011639584			1.71367927731757E-010	3.99618005206131E-005
451.314	0.000036	0.0003895303		0.016247304	0.0011955878			1.76744085328689E-010	4.12154828186933E-005
450.699	0.000035	0.00037871		0.015774465	0.001160793			1.72303799958701E-010	0.00004018
450.083	0.000034	0.0003678897		0.015302822	0.0011260863			1.67839314799701E-010	0.000039139
449.479	0.000033	0.0003570694		0.014832807	0.0010914994			1.63340969101114E-010	0.00003809
448.865	0.000032	0.0003462491		0.01436368	0.0010569778			1.58824864180741E-010	3.70368459496056E-005
448.259	0.000031	0.0003354289		0.013896029	0.0010225649			1.54277878414527E-010	3.59765207150966E-005
447.665	0.00003	0.0003246086		0.01342995	0.0009882676			1.49697646513069E-010	3.49084427146978E-005
447.06	0.000029	0.0003137883		0.01296474	0.0009540343			1.45099651829082E-010	3.38362225578204E-005
446.467	0.000029	0.0003137883		0.012947543	0.0009527688			1.45485352163759E-010	3.39261651744995E-005
445.861	0.000028	0.000302968		0.012484108	0.0009186661			1.40850716268334E-010	3.28454005437424E-005
445.275	0.000028	0.000302968		0.0124677	0.0009174587			1.41221690752672E-010	3.29319091952594E-005
444.68	0.000027	0.0002921477		0.01200636	0.0008835101			1.36542726355212E-010	3.18408074682954E-005
444.096	0.000028	0.000302968		0.012434688	0.0009150294			1.41972525655964E-010	0.000033107
443.5	0.000028	0.000302968		0.012418	0.0009138014			1.42354363224784E-010	0.000033196
442.916	0.000028	0.000302968		0.012401648	0.0009125981			1.42730008973727E-010	3.32836384404525E-005
442.341	0.000027	0.0002921477		0.011943207	0.0008788629			1.37990558794428E-010	3.21784318527939E-005
441.757	0.000027	0.0002921477		0.011927439	0.0008777026			1.38355645272977E-010	3.22635674625995E-005
441.182	0.000026	0.0002813274		0.011470732	0.0008440949			1.33578873824135E-010	3.11496578162742E-005
440.606	0.000026	0.0002813274		0.011455756	0.0008429929			1.33928354873964E-010	3.12311543493995E-005
440.033	0.000025	0.0002705071		0.011000825	0.000809516			1.29112863749136E-010	3.01082155458191E-005
439.468	0.000026	0.0002813274		0.011426168	0.0008408156			1.34622866423775E-010	3.13931095785964E-005
438.893	0.000026	0.0002813274		0.011411218	0.0008397155			1.34975840177993E-010	3.1475420585923E-005
438.329	0.000026	0.0002813274		0.011396554	0.0008386364			1.35323411750685E-010	3.15564718423535E-005
437.764	0.000026	0.0002813274		0.011381864	0.0008375554			1.35672947426131E-010	0.000031638
437.199	0.000027	0.0002921477		0.011804373	0.0008686465			1.41255525230057E-010	3.29397991584157E-005
436.644	0.000028	0.000302968		0.012226032	0.0008996751			1.4685983559771E-010	3.42466850846919E-005
436.091	0.000029	0.0003137883		0.012646639	0.0009306262			1.52490837704475E-010	3.55597953375854E-005
435.527	0.00003	0.0003246086		0.01306581	0.0009614717			1.58157971866421E-010	3.68813313326857E-005
434.982	0.00003	0.0003246086		0.01304946	0.0009602685			1.58554540429285E-010	3.69738083440592E-005
434.427	0.000029	0.0003137883		0.012598383	0.0009270752			1.53661256289742E-010	3.58327287542938E-005
433.873	0.00003	0.0003246086		0.01301619	0.0009578203			1.5936612220174E-010	3.71630635292404E-005
433.327	0.000031	0.0003354289		0.013433137	0.0009885021			1.65093583173615E-010	3.84986673138994E-005
432.783	0.000032	0.0003462491		0.013849056	0.0010191083			1.70847879236147E-010	3.98405288537518E-005
432.241	0.000033	0.0003570694		0.014263953	0.0010496392			1.76629004540516E-010	4.1188646784894E-005
431.704	0.000033	0.0003570694		0.014246232	0.0010483352			1.77068698254862E-010	4.12911802795533E-005
431.162	0.000032	0.0003462491		0.013797184	0.0010152912			1.72134936135513E-010	4.01406615083967E-005
430.626	0.00003	0.0003246086		0.01291878	0.0009506522			1.61778483173035E-010	3.77256092120563E-005
430.092	0.00003	0.0003246086		0.01290276	0.0009494733			1.621804592178E-010	3.78193472103365E-005
429.556	0.000029	0.0003137883		0.012457124	0.0009166804			1.57165934328287E-010	0.00003665
429.025	0.000029	0.0003137883		0.012441725	0.0009155472			1.5755522053264E-010	3.67407739431967E-005
428.498	0.00003	0.0003246086		0.01285494	0.0009459544			1.63389316609513E-010	3.81012442874904E-005
